mem_inst_retired.all_loads,mem_inst_retired.all_stores,mem_inst_retired.any,mem_inst_retired.lock_loads,mem_inst_retired.split_loads,mem_inst_retired.split_stores,mem_inst_retired.stlb_miss_loads,mem_inst_retired.stlb_miss_stores,mem_load_completed.l1_miss_any,mem_load_l3_hit_retired.xsnp_fwd,mem_load_l3_hit_retired.xsnp_miss,mem_load_l3_hit_retired.xsnp_no_fwd,mem_load_l3_hit_retired.xsnp_none,mem_load_l3_miss_retired.local_dram,mem_load_l3_miss_retired.remote_dram,mem_load_l3_miss_retired.remote_fwd,mem_load_l3_miss_retired.remote_hitm,mem_load_l3_miss_retired.remote_pmm,mem_load_misc_retired.uc,mem_load_retired.fb_hit,mem_load_retired.l1_hit,mem_load_retired.l1_miss,mem_load_retired.l2_hit,mem_load_retired.l2_miss,mem_load_retired.l3_hit,mem_load_retired.l3_miss,mem_load_retired.local_pmm,mem_store_retired.l2_hit,mem_uop_retired.any,longest_lat_cache.miss
4762951,2592993,7233903,71686,10171,3415,0,0,266584,67,0,37,7,0,0,0,0,0,0,83853,4641140,153628,156936,81,0,0,0,18980,7809767,5
4732794,2580441,7186601,71202,10141,3427,0,0,270445,292,0,217,7,0,0,0,0,0,0,84994,4598705,153377,155085,488,29,0,0,18454,7786970,0
4806851,2616820,8062030,94060,10098,3431,29,0,249314,255,0,247,0,0,0,0,0,0,0,90053,4625865,157101,160822,416,14,0,0,18404,7908598,60
5911879,3125715,8846755,93811,10203,3446,0,0,261308,60,0,89,0,0,0,0,0,0,0,84168,4647802,150663,154001,223,0,0,0,17546,8829647,35
4744688,2584823,7189985,71128,10138,3428,30,0,250110,127,0,180,90,0,0,0,0,0,0,90475,5400242,153191,157532,149,134,0,0,19658,8819685,0
4782837,2603324,7238013,71711,10193,3453,0,0,259283,52,0,142,0,0,0,0,0,0,0,86774,5460587,155451,156725,373,0,0,0,20130,7907739,0
4795249,2617874,7259213,71874,10197,3435,22,0,599915,30503,7,4975,112,0,0,0,0,0,0,81683,4627515,147624,151346,268,29,0,0,17401,7900443,0
4803161,2615663,7267663,71861,10069,3430,7,0,266545,157,0,224,7,0,0,0,0,0,0,91513,4621230,155403,156836,685,29,0,0,19819,7893577,0
5314042,2850084,8755464,114989,9915,3363,0,0,257954,299,0,194,0,0,0,0,0,0,0,85767,4625926,150350,154400,350,7,0,0,19922,7815228,19
5314834,2839140,7227375,71378,10102,3415,0,0,254799,180,0,344,67,0,0,0,0,0,0,103745,4569759,155306,157882,150,0,0,0,19577,9713848,39
4780653,2600047,7237693,71431,10062,3396,0,0,255297,0,0,0,22,0,0,0,0,0,0,90606,5476370,158708,160667,202,59,0,0,19850,7879451,24
