cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
14307355,1339896,20859858,13533478,3678895,76362231,7306631,8050486,93147,470105,10774579,25796142
14355493,1412933,20712389,13555061,3777468,75806806,7314882,7836105,114471,502629,10544948,25699372
14415559,1314727,20805727,13580603,3885643,76124665,7317981,8250655,99155,480285,10790155,26454345
14462760,1345424,21041150,13694022,3785018,76558318,7490547,8230602,78493,466266,10778853,26407858
14444236,1345136,20893554,13638394,3785628,76329236,7324018,7852719,85761,469578,10580083,25818940
14429288,1297644,20660557,13536813,3786887,76446851,7137855,8062061,80520,461191,10775711,26365530
14310784,1316272,20874235,13655836,3756644,76501679,7283856,8006952,90583,460584,10564274,25702678
14427616,1210568,20841998,13610881,3666368,76576536,7307267,7852973,20300,399052,10683219,26349905
14455743,1185553,20865907,13617619,3883301,76992961,7304512,8033435,14329,404124,10715870,26379768
15242293,2875162,22787202,15454108,4237162,83359129,8315457,9100610,891388,1327598,11963733,26454854
14570817,1476482,21025836,13808271,3689061,76703742,7338982,7879663,164847,533974,10902698,26429178
14447826,1475926,20862487,13719218,3785017,76528532,7318380,8060154,166286,541649,10699491,25845196
14545878,1312964,21039546,13782657,3792351,77081210,7141496,7880245,87974,454119,10608603,26442462
14404643,1420058,20822780,13773888,3673577,76400029,7328359,8067504,168846,528625,10874018,25758542
14333980,1327478,20901646,13498262,3771674,75905400,7508532,8241867,81486,461622,10739735,26357004
14308092,1263415,20677531,13455764,3778879,75960152,7121451,7850590,47207,430929,10473067,25700527
14334911,1377326,20702695,13658144,3682926,76185244,7329147,8074360,119727,495533,10843038,25814488
14291862,1334886,20843547,13602608,3796074,76132341,7356950,8096057,89130,456609,10588740,25911887
14482942,1438017,20908369,13591074,3682074,76004279,7135669,7877140,167565,534640,10885254,26450642
14592702,1355111,21052731,13763557,3897275,76258794,7519914,8459838,88797,477942,11003925,26447231
14390983,1482550,20980137,13741237,3773813,76877799,7314319,8050395,166044,546947,10912965,25725992
14608382,1345741,21067973,13733162,3691474,77504177,7350638,7897106,85866,476094,10892507,26546892
14371806,1356723,20791864,13743573,3777003,76966320,7310544,8056640,107442,483393,10627164,25118111
14556580,1393562,21005659,13781810,3790715,77090371,7145765,8071049,95141,477564,10873976,26456165
14507246,1438027,21121569,13707290,3778189,76787660,7501613,8050602,138227,526607,11103128,26386073
14664976,1468883,20966421,13795705,3790418,77453473,7353194,8083175,167839,552674,10775093,25942915
22824230,9402119,33313958,19648702,10917694,68464241,19067856,19861226,2124085,2466445,23925570,57097707
23507791,7852393,33770799,18005050,13323712,49318436,23209093,24531455,991391,1453451,27500898,69462103
23706039,7283108,34251940,18180076,13787746,50915342,24053786,25268833,907985,1348701,27528980,69572432
23532946,6991378,34063096,18228916,13734050,50583643,23844813,25110177,829728,1309819,27756282,69568105
23957870,7494018,34615932,18334770,13806847,51177231,24074377,25222322,861830,1335639,27771755,71643108
23812529,6736391,34578596,18302590,13847424,51111764,23788273,25102199,813055,1291552,27627091,69919660
23719623,7115153,34160032,18080687,13706114,50482862,23612239,25097488,814994,1274464,27457834,70161503
23501417,6896736,34214968,18154934,13694158,50724760,23683506,25073107,849367,1308389,27531214,69576751
15760812,5194322,23921070,12698610,9539106,36380156,16551836,17355545,601594,919878,17804490,45626780
1249548,641892,1811614,1283656,581961,4176808,939482,986916,188517,252880,1383700,2412696
22961875,7065218,33603938,17813857,13525346,49957042,23405485,24698956,870979,1353042,28360143,69521366
24434676,7658096,35328078,18523273,14121331,51934823,24404873,25745254,915540,1383452,28598661,72831443
24202342,7401273,34819963,18409630,14087273,51871256,24400523,25742617,868707,1334010,28042251,71325484
24217673,7025960,35072704,18537936,14099256,51446649,24264596,25767573,829708,1297988,28121261,72158762
24004028,7330112,34941404,18391416,13972670,51565475,24383122,25699218,840208,1320245,28297068,71243086
24068271,6954232,34892843,18478932,13994718,51383979,24248292,25566246,845372,1321504,27936889,70770178
24426497,7030334,35328910,18662768,14221330,51679368,24445206,25978116,818857,1276917,28125492,72871128
24049930,6750037,35070182,18547103,13968250,51266664,24410110,25740740,802222,1282311,28379549,71327473
24065907,6992052,35060274,18533443,14100641,51635360,24405848,25528189,866162,1342572,28192450,71410370
24212123,6981185,35325650,18625296,14211516,52097595,24448782,25949530,829021,1308758,28321342,72070122
24198849,7396944,35046844,18407677,13990985,52034714,24418978,25504375,888662,1369024,28243967,71954484
24036603,6781660,34852926,18397189,13998921,51796323,24226958,25524859,823457,1307608,27867194,70855304
24483432,7105000,35388776,18657827,14139526,51902870,24339295,26146797,875248,1360361,28498122,72586357
24197819,7390494,34941484,18335329,13712802,51810566,24171067,25582146,855066,1336946,28185321,72021320
11404728,3080683,16120216,8593336,6697068,26924306,11874943,12512906,449128,702672,14066740,33109036
1182922,745027,1490562,1115133,498588,4435643,705488,948984,206903,189537,1238562,2426819
21535539,6426331,32040550,23339839,6047800,54792977,10547905,11576631,1161637,1504018,17028250,37338663
22851005,2120927,33290450,24913145,5922978,45523864,11434876,12819069,282220,641479,17782996,36354239
22944485,1903803,33112408,24831068,5996859,45171427,11163608,12564754,178924,536299,17831980,36522043
20693377,1760768,29741106,22451905,5409003,40328375,9780396,11056439,167839,475716,15607731,32819501
809874,458265,1384142,712508,314292,3014514,811449,841619,135755,163795,1132676,2095820
792187,401424,1085262,666667,317482,2534943,616259,431388,83977,133098,571626,1392170
819106,425908,872693,595481,315979,2123926,412621,637063,151644,178549,897603,2095246
2125354,1598692,3111410,1659980,439531,6614753,1261631,1311190,417572,443563,1872997,3822775
18250399,1637627,25511227,18582409,4315868,33768736,8546077,9806134,234490,562000,15131454,30497680
22967148,1940681,33040170,24838766,6069297,44936449,11294301,12886400,217868,580340,17922230,36859041
9449424,1097560,13644659,10195557,2524369,19484985,4919924,5650338,141716,292963,7796695,15988303
15858094,1794558,22423532,16822184,3887107,28393854,6764500,7586192,349339,545984,10759934,24699253
22478671,1907343,32540081,24443287,5769681,43857627,11114452,12299547,202743,554693,17637195,36348455
22399235,1936954,32371546,24426271,5856605,44069934,11076222,12463525,209353,583172,17454555,35587628
22369465,1856967,32356750,24312458,5841534,43755398,10863829,12437001,143418,526881,17372910,36273127
22385641,1960267,32546545,24350864,5864779,44107251,11293972,12474875,171525,544547,17925452,36361246
22175559,1950995,32108296,24102960,5841346,44155597,11065724,12447732,216911,562417,17443960,35409255
22554531,1885348,32538768,24240056,5887264,43873174,11119944,12511669,169499,519337,17727373,37110337
22150548,1945130,32025533,24077247,5751258,43226876,11089336,12484012,216120,558482,17623033,35643808
8204964,1519958,11427932,8968218,2207814,17428968,4218548,4651512,357296,505965,7565679,13762566
935403,308478,1150851,703985,440674,3352720,645281,669584,110995,126603,779860,2747266
550708,239801,777598,592189,206955,1758851,613673,635679,85405,96963,791206,1326802
524740,172311,953487,542269,317146,1973239,618710,640682,50382,61314,521211,1334210
714626,230974,983782,475948,207343,1972327,415010,431120,74462,83883,772590,2029832
