cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
7412353,3357290,9757153,3859834,1129952,11559608,5180181,6994720,999470,1146768,8978170,24429317
2769397,1447161,2461479,2396978,1082840,10232510,1938352,2241075,891601,984023,3609917,6117534
1124938,823304,2945418,2192660,580673,7756907,1170172,1231865,382826,431234,2241698,1829404
1733264,999450,2928121,1896239,561568,8426639,1218690,1226598,503078,607089,2666036,3223551
1050135,736238,1502832,1401341,344492,5639861,699660,729346,286259,340793,941682,1028250
1447198,1148508,2015524,1513093,347239,5052268,490006,736025,303239,352481,1399034,2638778
2163044,1435045,2917481,2135334,681590,6522887,708546,1235800,497557,590630,2313821,4338087
1276567,1174893,2792929,2378899,590798,8213732,1189684,1252454,506221,514559,1932419,1922252
1343144,875348,1869883,1412974,235420,5118523,692265,722699,245664,298834,1314787,2551066
1900881,1351144,2843837,2021948,254300,6383575,1167967,1230234,511764,590223,2017670,3552631
3027317,2188818,4086180,3022842,838120,9198781,1473047,1558632,549675,564287,2088059,4354042
1457059,1063236,2012283,1796574,341838,6314313,903789,941700,341937,412766,1756044,2601217
1268752,1142487,2174589,1426529,234424,7017482,694913,724929,428993,503173,1181034,1932750
2360840,1585039,3270243,2515998,584065,8969718,968754,1020692,506364,481998,1133095,2819201
1298133,979637,1797216,1635478,341779,6084736,486839,723920,368398,447307,1492765,1987396
1097145,841699,1914125,1394383,339394,5775240,689581,720047,233242,291906,1247644,1814253
2586452,1682944,3505472,2362401,584436,9034123,1174626,1010612,464266,618025,1780247,3437284
2261181,1498254,4060346,3266614,929563,8007884,1252570,2020860,688506,768756,3351948,3654131
1983920,1330578,3051472,2225690,575959,7845144,1083796,736965,344686,485505,2359276,3563832
1725822,1104691,2367066,1498411,332191,5954432,685208,700260,360649,422997,1678263,3289927
2245525,1345322,2654246,1993843,343468,6145753,1175947,1240032,446182,522208,1969902,3593705
2972517,1887587,3972629,2878541,720430,8133430,1661013,1231283,363423,465793,2290482,6077687
1347832,928185,1941177,1414653,419315,6478263,660101,687439,339841,422989,1286057,2461377
1812186,1054326,2484049,2140840,583190,7523891,1175680,1236512,372541,406088,1007365,1831606
2177599,933256,2016721,1522958,480699,7165172,1180230,1241154,374743,438376,2283057,4339643
1164281,1051653,2029694,1252088,230761,6097340,689706,719310,351422,407826,996768,1849176
2193427,1440928,2996795,2198880,583580,6352389,484622,1023427,449476,527927,1939931,3537283
2205603,1415485,3004648,2481292,704341,7802987,1159647,943515,343466,505909,2669854,4410017
1913686,1432577,2993083,1966340,350981,6577108,910333,1221532,498020,575384,2073251,3591793
1442676,1383724,2994744,2236259,585005,7579636,972114,1025666,440321,512501,991905,1835257
1148540,812083,1644222,2227773,584575,7244158,965271,1235446,483014,548750,2275931,1822344
1104972,737007,1912923,1419892,340024,5886855,686936,717670,211075,288456,1330306,1789493
1740644,1574288,3345927,2205774,582804,8298072,1383324,1237010,416903,561432,1360530,2618297
2181339,1307555,2956494,2179182,589507,7497874,982508,1036433,395756,412014,1011591,2673641
1130974,776220,1800344,1470145,223387,5584637,670811,698518,308845,365880,1286772,1799994
2688211,1930728,3995071,2897004,574252,6225718,1206152,1549933,504084,668397,2934642,5324551
1416822,758296,1965183,1488462,438605,7224414,678389,709306,366684,433893,1712178,2593524
1968772,1278711,2678071,2233870,584494,7694538,1178736,1241942,433906,455970,1059628,1912996
2216610,1636467,3379423,2431576,586649,7696814,1395613,1464210,391114,361761,1369686,4344293
2250171,1449213,3039030,1963241,481875,7996511,486953,506901,466725,562108,2362310,4361886
1202246,869345,2698691,2310412,586324,8150583,1177929,1241237,457204,489190,1980886,1266231
2110758,1430439,2907885,2136749,477671,6421661,1181092,1231157,299509,368117,2244618,4269413
1948613,1479286,3019594,1937124,476653,7738170,1178881,1238072,302372,381081,1988407,3622489
1409041,889695,1925180,1670084,442677,6658117,684664,715523,342850,420935,1328979,1820543
2157416,1344830,2948213,1511396,340318,6974750,969421,1237578,382905,451190,2294416,4282233
