cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
3146573,2466225,4349704,2717774,840314,9899432,1543543,1482690,368299,487773,2754645,6578725
636168,615958,1841984,1462224,523638,6183363,973331,1026351,193642,239301,576876,575917
1799941,985688,2133644,1638824,499952,8170832,728616,754837,429184,445288,1465558,3578574
1256420,812272,2157026,1575931,376750,7173920,726685,757347,343004,368980,1077724,1918456
1399649,873180,1963121,1437025,247601,5631392,707974,509278,206294,316373,1267671,2647055
871970,430032,1210632,845734,373518,4329617,717804,746257,162763,228035,815714,1701660
1510451,1071108,2119063,1616221,353502,6718911,495346,577936,354351,386750,1079402,2613114
6580727,1867831,8645505,3558903,1268598,12718198,4389250,5033081,663754,862240,8136189,19668643
8378154,2136799,9384865,4946288,3965152,20205544,8176679,6241499,659235,1100978,10630851,23689818
18940052,6350783,29661482,14374844,8187360,24925873,20177437,24313794,1194770,1506093,25380072,64689112
3997917,3844882,6710964,4192320,2131448,10709125,2379085,2169508,727667,914708,6005716,10711388
1050681,609089,1830719,1089930,250156,5664052,714722,742720,217812,299194,1314201,1757292
1307981,772092,2116724,1512856,414177,6392782,572742,630279,250630,281220,1001618,2570881
957826,438256,1940273,1197739,468715,3922353,1119356,933091,111076,192607,1398260,2430782
729003,319338,1029046,664648,368912,3283752,712900,740553,78876,127066,686582,1635180
957399,385921,1316088,817786,369475,3246801,487849,506364,62493,90166,683131,2419681
16752172,4373345,25539577,14077963,11159145,26341885,18623181,19526246,1028627,1382319,19920921,53665435
1995799,667082,5674466,3770382,3559235,9167410,5980643,5400371,311374,388018,5334570,6344150
419200,41713,606389,283277,292870,364916,640588,662666,568,7261,36128,515604
8355201,1878866,13096539,7471891,7074344,16681433,13190412,13976504,434220,699223,8128107,19837844
3529507,2206965,4665245,2842139,1656840,7555411,729255,1550194,488233,612265,4152141,10072028
1191764,711338,1683074,1188552,371372,4546471,495080,747485,174265,210757,1145067,2589372
3881654,2971063,5747116,3875691,1294194,8855439,1884656,3707318,705385,836915,5240008,10567559
21820485,15307238,35218812,17669206,12213232,28468225,19238868,22068500,2290416,2566628,27720295,68810792
63864224,64333675,93192301,49471792,38049909,95855987,69868369,73163805,6187339,7762656,84971866,188551912
40063858,28948936,61516137,32793559,26022955,58247814,42632219,46832126,3857049,4735325,53663586,124731891
63814193,26825362,90111354,44790895,40857153,77761335,75226882,80042509,2872306,4566221,90324269,208095397
27718614,5009351,39692205,18700625,17358900,34403557,31180304,32079753,394008,1094242,35498046,92514528
13503370,9153109,21400304,10693394,7740733,25305566,16954478,15156126,1208278,1696197,18277356,41896416
20571990,9741032,30809545,18801551,13068450,44257412,22641905,22908378,2585720,3173387,28756946,49306129
10780428,7267876,18179557,10653984,6013166,24606035,11838762,14056323,1860145,1914490,15173128,30576475
18853468,7655143,25382136,14053211,10701834,28651324,15348267,18519210,1445083,1948987,20276135,54324022
14648578,6662722,21051819,10883438,8128456,22483656,15842797,17253779,1058482,1542905,20978619,46350746
44033638,20142198,60298960,29754336,23323801,57881615,44495730,49612510,2216533,3248858,59759574,145129723
13121107,6512844,16824528,9353365,7117296,27496587,14889371,15225834,1669040,2056210,19685769,38956030
21548235,12815214,29475135,17219729,12712918,36319125,22981980,25652219,2503636,2870156,31481100,69771839
14779917,11607083,22661476,12947477,8799522,27957958,16833969,17919999,1860094,2093569,17795522,42236658
28593613,20639801,39235179,20467384,17423638,45938165,30221067,32957917,3242402,3653340,34066251,86828053
44526796,36771210,61418472,29500557,21824803,57760077,42771547,47999877,4474307,5361213,50908078,133881217
28882772,18961624,39993418,21675320,16942430,43248665,27310331,31650027,3059674,3808947,38278154,85144992
22160405,9366960,36181956,21228553,14968677,45128550,28999085,28719538,2217425,2576060,28758074,64675640
32043704,14199484,47370006,25789115,19857325,58366403,37965348,37703615,2700853,3556765,40863714,94160381
24775205,10470257,34536689,20114635,15404249,45631540,26691548,26935160,2615747,3003498,29461391,67620371
27352234,12491429,37893595,21528515,16520651,46292552,30589786,31815662,2577187,3301320,33826426,82945446
24091448,11096439,36867637,20182972,14550322,41851202,28583799,27481910,1908423,2677408,33517981,70492107
33290099,16085506,44297905,23765669,18587210,48077558,32664607,35189739,2662383,3308972,40960756,101857952
18020333,6445606,26032669,14405072,9966468,31703771,17358764,18066381,1648567,2225436,25590688,58235317
21332799,8171287,29414951,13921205,8838932,37215237,21567301,18884945,1722758,2326772,26625901,65959847
15830216,6804755,22708280,13004040,9369172,31691002,15239841,15851899,1665642,2038884,20898262,48789802
10080956,7933954,14596216,8812783,6032804,20094157,9361095,9722654,1383456,1646234,13207487,27710392
1659576,926576,2335807,1491681,373983,7154604,720212,747720,334249,403326,1336429,2737273
4812962,2162104,6046023,4530275,2487663,12759098,2629657,2989397,770267,857249,5509871,12179626
2092954,827920,2539645,1754546,1084951,9202350,2016551,2090916,385281,481286,2537196,5071621
32251427,15316890,45864779,24343374,20454489,43671632,39051852,39978599,1971327,2732706,46163293,102740647
30747899,19674960,40809066,19505443,16148567,45849551,31056362,29122759,2812275,3356450,39481502,100013198
17662051,10311980,25444397,14501313,10798317,35085213,18621094,19408869,2396168,2995026,25048879,53049946
6138445,3144463,9312204,5157323,2644482,15586702,5351479,6442112,985124,1122134,5089192,14017966
9238818,4813878,14490443,7387861,4195659,18362595,5678416,8794460,1223811,1383144,10440855,26695465
19941005,11685364,30435674,15980377,10559047,38869752,20378955,19003092,2413131,2987304,23684706,54381231
24737958,10490015,32218991,17139098,12506542,42847438,20858622,21041263,2136534,2738595,28410291,75718701
32613843,14362821,45561278,22413088,16286921,54578005,34256248,34542209,2692896,3624602,42035292,97739596
33906119,12438482,47423461,24163494,16125206,62969312,32223840,33471322,3230267,4174647,40469418,98265512
29881588,10079069,41324818,23542082,17118001,58778068,32222528,34959236,2823141,3430990,37033995,92273365
24433633,7421076,33988121,19517701,14406032,46317587,26825739,27237382,2208170,2634736,32301468,71114904
23606143,7903595,35479348,19547261,14624589,42781266,24442460,26115913,1963536,2498475,29879614,71599340
25347018,8095437,35671372,18404878,14397554,45348441,26493384,27243645,2165943,2607066,30544282,75090717
22211209,7600729,31955781,17607651,13120456,44199327,24176082,26103489,2106136,2697802,30727054,68709956
