epi_delta,busy_fraction,label
"[12912.0, 12170.0, 11333.0, 12104.0, 9881.0, 11720.0, 11511.0, 10661.0, 10683.0, 10759.0, 10192.0, 13296.0, 33079.0, 29919.0, 28362.0, 31037.0, 30974.0, 12547.0, 10121.0, 10748.0, 10449.0, 10700.0, 10636.0, 10877.0, 11981.0, 11745.0, 11188.0, 11096.0, 10367.0, 10323.0, 10792.0, 10483.0, 10338.0, 11459.0, 10600.0, 11346.0, 10568.0, 10514.0, 11796.0, 10579.0, 10007.0, 10441.0, 10365.0, 10720.0, 11460.0, 10902.0, 10929.0, 10683.0, 11344.0, 10123.0, 10363.0, 10802.0, 10516.0, 10736.0, 9836.0, 10418.0, 11503.0, 11768.0, 11671.0, 12148.0, 11435.0, 10495.0, 10834.0, 10351.0, 10130.0, 10768.0, 11012.0, 10727.0, 10826.0, 10267.0, 11407.0, 11225.0, 10727.0, 10550.0, 11185.0, 10322.0, 11930.0, 10526.0, 10351.0, 11734.0, 10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0]","[111.310345, 96.587302, 107.933333, 102.576271, 86.675439, 104.642857, 104.645455, 96.918182, 94.539823, 99.62037, 99.921569, 117.663717, 292.734513, 267.133929, 262.611111, 282.154545, 276.553571, 112.026786, 87.25, 103.346154, 97.654206, 99.074074, 98.481481, 95.412281, 90.765152, 105.810811, 101.709091, 99.071429, 94.245455, 94.706422, 100.859813, 95.3, 100.368932, 101.40708, 94.642857, 102.216216, 96.954128, 93.875, 108.220183, 100.752381, 91.807339, 94.918182, 99.663462, 99.259259, 95.5, 98.216216, 98.459459, 101.742857, 100.389381, 92.87156, 97.764151, 100.018519, 97.37037, 102.247619, 92.792453, 98.283019, 85.843284, 100.581197, 111.152381, 96.412698, 103.018018, 95.409091, 100.314815, 103.51, 92.090909, 100.635514, 97.451327, 99.324074, 103.104762, 86.277311, 109.682692, 99.336283, 94.096491, 102.427184, 100.765766, 95.574074, 100.252101, 100.247619, 95.842593, 103.840708, 95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214]",pythia_410
"[10192.0, 13296.0, 33079.0, 29919.0, 28362.0, 31037.0, 30974.0, 12547.0, 10121.0, 10748.0, 10449.0, 10700.0, 10636.0, 10877.0, 11981.0, 11745.0, 11188.0, 11096.0, 10367.0, 10323.0, 10792.0, 10483.0, 10338.0, 11459.0, 10600.0, 11346.0, 10568.0, 10514.0, 11796.0, 10579.0, 10007.0, 10441.0, 10365.0, 10720.0, 11460.0, 10902.0, 10929.0, 10683.0, 11344.0, 10123.0, 10363.0, 10802.0, 10516.0, 10736.0, 9836.0, 10418.0, 11503.0, 11768.0, 11671.0, 12148.0, 11435.0, 10495.0, 10834.0, 10351.0, 10130.0, 10768.0, 11012.0, 10727.0, 10826.0, 10267.0, 11407.0, 11225.0, 10727.0, 10550.0, 11185.0, 10322.0, 11930.0, 10526.0, 10351.0, 11734.0, 10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0]","[99.921569, 117.663717, 292.734513, 267.133929, 262.611111, 282.154545, 276.553571, 112.026786, 87.25, 103.346154, 97.654206, 99.074074, 98.481481, 95.412281, 90.765152, 105.810811, 101.709091, 99.071429, 94.245455, 94.706422, 100.859813, 95.3, 100.368932, 101.40708, 94.642857, 102.216216, 96.954128, 93.875, 108.220183, 100.752381, 91.807339, 94.918182, 99.663462, 99.259259, 95.5, 98.216216, 98.459459, 101.742857, 100.389381, 92.87156, 97.764151, 100.018519, 97.37037, 102.247619, 92.792453, 98.283019, 85.843284, 100.581197, 111.152381, 96.412698, 103.018018, 95.409091, 100.314815, 103.51, 92.090909, 100.635514, 97.451327, 99.324074, 103.104762, 86.277311, 109.682692, 99.336283, 94.096491, 102.427184, 100.765766, 95.574074, 100.252101, 100.247619, 95.842593, 103.840708, 95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368]",pythia_410
"[10449.0, 10700.0, 10636.0, 10877.0, 11981.0, 11745.0, 11188.0, 11096.0, 10367.0, 10323.0, 10792.0, 10483.0, 10338.0, 11459.0, 10600.0, 11346.0, 10568.0, 10514.0, 11796.0, 10579.0, 10007.0, 10441.0, 10365.0, 10720.0, 11460.0, 10902.0, 10929.0, 10683.0, 11344.0, 10123.0, 10363.0, 10802.0, 10516.0, 10736.0, 9836.0, 10418.0, 11503.0, 11768.0, 11671.0, 12148.0, 11435.0, 10495.0, 10834.0, 10351.0, 10130.0, 10768.0, 11012.0, 10727.0, 10826.0, 10267.0, 11407.0, 11225.0, 10727.0, 10550.0, 11185.0, 10322.0, 11930.0, 10526.0, 10351.0, 11734.0, 10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0]","[97.654206, 99.074074, 98.481481, 95.412281, 90.765152, 105.810811, 101.709091, 99.071429, 94.245455, 94.706422, 100.859813, 95.3, 100.368932, 101.40708, 94.642857, 102.216216, 96.954128, 93.875, 108.220183, 100.752381, 91.807339, 94.918182, 99.663462, 99.259259, 95.5, 98.216216, 98.459459, 101.742857, 100.389381, 92.87156, 97.764151, 100.018519, 97.37037, 102.247619, 92.792453, 98.283019, 85.843284, 100.581197, 111.152381, 96.412698, 103.018018, 95.409091, 100.314815, 103.51, 92.090909, 100.635514, 97.451327, 99.324074, 103.104762, 86.277311, 109.682692, 99.336283, 94.096491, 102.427184, 100.765766, 95.574074, 100.252101, 100.247619, 95.842593, 103.840708, 95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692]",pythia_410
"[10792.0, 10483.0, 10338.0, 11459.0, 10600.0, 11346.0, 10568.0, 10514.0, 11796.0, 10579.0, 10007.0, 10441.0, 10365.0, 10720.0, 11460.0, 10902.0, 10929.0, 10683.0, 11344.0, 10123.0, 10363.0, 10802.0, 10516.0, 10736.0, 9836.0, 10418.0, 11503.0, 11768.0, 11671.0, 12148.0, 11435.0, 10495.0, 10834.0, 10351.0, 10130.0, 10768.0, 11012.0, 10727.0, 10826.0, 10267.0, 11407.0, 11225.0, 10727.0, 10550.0, 11185.0, 10322.0, 11930.0, 10526.0, 10351.0, 11734.0, 10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0]","[100.859813, 95.3, 100.368932, 101.40708, 94.642857, 102.216216, 96.954128, 93.875, 108.220183, 100.752381, 91.807339, 94.918182, 99.663462, 99.259259, 95.5, 98.216216, 98.459459, 101.742857, 100.389381, 92.87156, 97.764151, 100.018519, 97.37037, 102.247619, 92.792453, 98.283019, 85.843284, 100.581197, 111.152381, 96.412698, 103.018018, 95.409091, 100.314815, 103.51, 92.090909, 100.635514, 97.451327, 99.324074, 103.104762, 86.277311, 109.682692, 99.336283, 94.096491, 102.427184, 100.765766, 95.574074, 100.252101, 100.247619, 95.842593, 103.840708, 95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263]",pythia_410
"[10007.0, 10441.0, 10365.0, 10720.0, 11460.0, 10902.0, 10929.0, 10683.0, 11344.0, 10123.0, 10363.0, 10802.0, 10516.0, 10736.0, 9836.0, 10418.0, 11503.0, 11768.0, 11671.0, 12148.0, 11435.0, 10495.0, 10834.0, 10351.0, 10130.0, 10768.0, 11012.0, 10727.0, 10826.0, 10267.0, 11407.0, 11225.0, 10727.0, 10550.0, 11185.0, 10322.0, 11930.0, 10526.0, 10351.0, 11734.0, 10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0]","[91.807339, 94.918182, 99.663462, 99.259259, 95.5, 98.216216, 98.459459, 101.742857, 100.389381, 92.87156, 97.764151, 100.018519, 97.37037, 102.247619, 92.792453, 98.283019, 85.843284, 100.581197, 111.152381, 96.412698, 103.018018, 95.409091, 100.314815, 103.51, 92.090909, 100.635514, 97.451327, 99.324074, 103.104762, 86.277311, 109.682692, 99.336283, 94.096491, 102.427184, 100.765766, 95.574074, 100.252101, 100.247619, 95.842593, 103.840708, 95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615]",pythia_410
"[10363.0, 10802.0, 10516.0, 10736.0, 9836.0, 10418.0, 11503.0, 11768.0, 11671.0, 12148.0, 11435.0, 10495.0, 10834.0, 10351.0, 10130.0, 10768.0, 11012.0, 10727.0, 10826.0, 10267.0, 11407.0, 11225.0, 10727.0, 10550.0, 11185.0, 10322.0, 11930.0, 10526.0, 10351.0, 11734.0, 10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0]","[97.764151, 100.018519, 97.37037, 102.247619, 92.792453, 98.283019, 85.843284, 100.581197, 111.152381, 96.412698, 103.018018, 95.409091, 100.314815, 103.51, 92.090909, 100.635514, 97.451327, 99.324074, 103.104762, 86.277311, 109.682692, 99.336283, 94.096491, 102.427184, 100.765766, 95.574074, 100.252101, 100.247619, 95.842593, 103.840708, 95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909]",pythia_410
"[11435.0, 10495.0, 10834.0, 10351.0, 10130.0, 10768.0, 11012.0, 10727.0, 10826.0, 10267.0, 11407.0, 11225.0, 10727.0, 10550.0, 11185.0, 10322.0, 11930.0, 10526.0, 10351.0, 11734.0, 10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0]","[103.018018, 95.409091, 100.314815, 103.51, 92.090909, 100.635514, 97.451327, 99.324074, 103.104762, 86.277311, 109.682692, 99.336283, 94.096491, 102.427184, 100.765766, 95.574074, 100.252101, 100.247619, 95.842593, 103.840708, 95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009]",pythia_410
"[11407.0, 11225.0, 10727.0, 10550.0, 11185.0, 10322.0, 11930.0, 10526.0, 10351.0, 11734.0, 10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0]","[109.682692, 99.336283, 94.096491, 102.427184, 100.765766, 95.574074, 100.252101, 100.247619, 95.842593, 103.840708, 95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757]",pythia_410
"[10208.0, 10026.0, 10454.0, 10230.0, 10944.0, 12455.0, 12892.0, 12455.0, 30048.0, 34578.0, 32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0]","[95.401869, 99.267327, 98.622642, 92.162162, 92.745763, 108.304348, 96.932331, 93.646617, 259.034483, 293.033898, 279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354]",pythia_410
"[32463.0, 31236.0, 35126.0, 10937.0, 11422.0, 10988.0, 11020.0, 10325.0, 11678.0, 9853.0, 10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0]","[279.853448, 251.903226, 305.443478, 92.686441, 98.465517, 99.890909, 100.181818, 91.371681, 107.137615, 87.973214, 101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774]",pythia_410
"[10662.0, 10589.0, 11040.0, 10989.0, 10675.0, 11480.0, 11225.0, 10474.0, 10675.0, 10824.0, 10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0]","[101.542857, 97.146789, 97.699115, 102.700935, 97.93578, 93.333333, 102.045455, 91.877193, 102.644231, 94.947368, 100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462]",pythia_410
