epi_delta,busy_fraction,label
"[10368.0, 10700.0, 10558.0, 10527.0, 10897.0, 12001.0, 11055.0, 11124.0, 10870.0, 11023.0, 10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0]","[100.660194, 98.165138, 99.603774, 95.7, 97.294643, 100.848739, 96.973684, 97.578947, 94.521739, 103.018692, 100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385]",pythia_410
"[10242.0, 10274.0, 10959.0, 10327.0, 10172.0, 11557.0, 10328.0, 10708.0, 10760.0, 11925.0, 9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0]","[100.411765, 90.920354, 105.375, 97.424528, 90.017699, 107.009259, 94.752294, 98.238532, 99.62963, 104.605263, 94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477]",pythia_410
"[9996.0, 11123.0, 10059.0, 10422.0, 12194.0, 10443.0, 10549.0, 10751.0, 10621.0, 12104.0, 10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0]","[94.301887, 101.118182, 94.896226, 96.5, 103.338983, 96.694444, 99.518868, 95.991071, 88.508333, 116.384615, 90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779]",pythia_410
"[10440.0, 10792.0, 10263.0, 10507.0, 10066.0, 10711.0, 9795.0, 11808.0, 13237.0, 11417.0, 10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0, 10854.0, 10441.0, 10188.0, 10911.0, 11589.0, 10108.0, 10607.0, 10725.0, 11244.0, 10684.0]","[90.0, 101.811321, 100.617647, 97.287037, 98.686275, 102.009524, 94.182692, 90.830769, 103.414062, 103.790909, 94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779, 101.439252, 101.368932, 90.159292, 96.557522, 111.432692, 95.358491, 96.427273, 98.394495, 104.111111, 89.781513]",pythia_410
"[10482.0, 10463.0, 11367.0, 10416.0, 10656.0, 10474.0, 10825.0, 11460.0, 10535.0, 11413.0, 11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0, 10854.0, 10441.0, 10188.0, 10911.0, 11589.0, 10108.0, 10607.0, 10725.0, 11244.0, 10684.0, 23647.0, 28185.0, 32665.0, 30841.0, 31271.0, 23141.0, 10171.0, 10833.0, 10358.0, 11773.0]","[94.432432, 103.594059, 97.991379, 101.126214, 97.761468, 95.218182, 94.130435, 102.321429, 102.281553, 97.547009, 106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779, 101.439252, 101.368932, 90.159292, 96.557522, 111.432692, 95.358491, 96.427273, 98.394495, 104.111111, 89.781513, 211.133929, 258.577982, 263.427419, 293.72381, 289.546296, 206.616071, 90.00885, 101.242991, 90.859649, 104.185841]",pythia_410
"[11142.0, 9587.0, 11029.0, 10630.0, 25402.0, 29184.0, 32855.0, 30056.0, 33646.0, 19398.0, 10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0, 10854.0, 10441.0, 10188.0, 10911.0, 11589.0, 10108.0, 10607.0, 10725.0, 11244.0, 10684.0, 23647.0, 28185.0, 32665.0, 30841.0, 31271.0, 23141.0, 10171.0, 10833.0, 10358.0, 11773.0, 10108.0, 10792.0, 11615.0, 10323.0, 10175.0, 10865.0, 10389.0, 10672.0, 10235.0, 10802.0]","[106.114286, 92.182692, 101.183486, 100.283019, 224.79646, 258.265487, 298.681818, 224.298507, 323.519231, 174.756757, 95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779, 101.439252, 101.368932, 90.159292, 96.557522, 111.432692, 95.358491, 96.427273, 98.394495, 104.111111, 89.781513, 211.133929, 258.577982, 263.427419, 293.72381, 289.546296, 206.616071, 90.00885, 101.242991, 90.859649, 104.185841, 94.46729, 93.034483, 104.63964, 98.314286, 91.666667, 102.5, 94.445455, 99.738318, 90.575221, 97.315315]",pythia_410
"[10641.0, 10151.0, 10381.0, 10071.0, 10275.0, 11100.0, 10649.0, 11162.0, 13018.0, 12195.0, 11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0, 10854.0, 10441.0, 10188.0, 10911.0, 11589.0, 10108.0, 10607.0, 10725.0, 11244.0, 10684.0, 23647.0, 28185.0, 32665.0, 30841.0, 31271.0, 23141.0, 10171.0, 10833.0, 10358.0, 11773.0, 10108.0, 10792.0, 11615.0, 10323.0, 10175.0, 10865.0, 10389.0, 10672.0, 10235.0, 10802.0, 10397.0, 12141.0, 10557.0, 10527.0, 11215.0, 11802.0, 10438.0, 10285.0, 11359.0, 11458.0]","[95.008929, 92.281818, 100.786408, 94.121495, 98.798077, 94.067797, 103.38835, 100.558559, 86.211921, 107.920354, 114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779, 101.439252, 101.368932, 90.159292, 96.557522, 111.432692, 95.358491, 96.427273, 98.394495, 104.111111, 89.781513, 211.133929, 258.577982, 263.427419, 293.72381, 289.546296, 206.616071, 90.00885, 101.242991, 90.859649, 104.185841, 94.46729, 93.034483, 104.63964, 98.314286, 91.666667, 102.5, 94.445455, 99.738318, 90.575221, 97.315315, 95.385321, 106.5, 97.75, 93.991071, 100.133929, 101.741379, 92.371681, 100.833333, 97.08547, 81.262411]",pythia_410
"[11840.0, 10273.0, 10707.0, 9810.0, 11607.0, 10746.0, 10835.0, 12425.0, 11215.0, 10717.0, 10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0, 10854.0, 10441.0, 10188.0, 10911.0, 11589.0, 10108.0, 10607.0, 10725.0, 11244.0, 10684.0, 23647.0, 28185.0, 32665.0, 30841.0, 31271.0, 23141.0, 10171.0, 10833.0, 10358.0, 11773.0, 10108.0, 10792.0, 11615.0, 10323.0, 10175.0, 10865.0, 10389.0, 10672.0, 10235.0, 10802.0, 10397.0, 12141.0, 10557.0, 10527.0, 11215.0, 11802.0, 10438.0, 10285.0, 11359.0, 11458.0, 13547.0, 10398.0, 10898.0, 10792.0, 10789.0, 10239.0, 11428.0, 10321.0, 10629.0, 11632.0]","[114.951456, 94.247706, 104.970588, 92.54717, 97.537815, 92.637931, 92.606838, 105.29661, 95.042373, 101.103774, 99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779, 101.439252, 101.368932, 90.159292, 96.557522, 111.432692, 95.358491, 96.427273, 98.394495, 104.111111, 89.781513, 211.133929, 258.577982, 263.427419, 293.72381, 289.546296, 206.616071, 90.00885, 101.242991, 90.859649, 104.185841, 94.46729, 93.034483, 104.63964, 98.314286, 91.666667, 102.5, 94.445455, 99.738318, 90.575221, 97.315315, 95.385321, 106.5, 97.75, 93.991071, 100.133929, 101.741379, 92.371681, 100.833333, 97.08547, 81.262411, 132.813725, 96.277778, 99.072727, 99.009174, 96.330357, 90.610619, 109.884615, 95.564815, 96.627273, 102.035088]",pythia_410
"[10494.0, 10493.0, 10561.0, 12136.0, 11151.0, 10578.0, 10767.0, 10150.0, 10641.0, 10365.0, 11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0, 10854.0, 10441.0, 10188.0, 10911.0, 11589.0, 10108.0, 10607.0, 10725.0, 11244.0, 10684.0, 23647.0, 28185.0, 32665.0, 30841.0, 31271.0, 23141.0, 10171.0, 10833.0, 10358.0, 11773.0, 10108.0, 10792.0, 11615.0, 10323.0, 10175.0, 10865.0, 10389.0, 10672.0, 10235.0, 10802.0, 10397.0, 12141.0, 10557.0, 10527.0, 11215.0, 11802.0, 10438.0, 10285.0, 11359.0, 11458.0, 13547.0, 10398.0, 10898.0, 10792.0, 10789.0, 10239.0, 11428.0, 10321.0, 10629.0, 11632.0, 11671.0, 11544.0, 11300.0, 11025.0, 10481.0, 10350.0, 10581.0, 10952.0, 11356.0, 10438.0]","[99.942857, 96.266055, 88.008333, 110.327273, 98.681416, 99.792453, 92.818966, 99.509804, 95.864865, 99.663462, 106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779, 101.439252, 101.368932, 90.159292, 96.557522, 111.432692, 95.358491, 96.427273, 98.394495, 104.111111, 89.781513, 211.133929, 258.577982, 263.427419, 293.72381, 289.546296, 206.616071, 90.00885, 101.242991, 90.859649, 104.185841, 94.46729, 93.034483, 104.63964, 98.314286, 91.666667, 102.5, 94.445455, 99.738318, 90.575221, 97.315315, 95.385321, 106.5, 97.75, 93.991071, 100.133929, 101.741379, 92.371681, 100.833333, 97.08547, 81.262411, 132.813725, 96.277778, 99.072727, 99.009174, 96.330357, 90.610619, 109.884615, 95.564815, 96.627273, 102.035088, 97.258333, 94.622951, 97.413793, 101.146789, 98.877358, 96.728972, 99.820755, 93.606838, 102.306306, 97.551402]",pythia_410
"[11304.0, 9976.0, 12628.0, 10046.0, 11154.0, 10969.0, 10714.0, 10225.0, 11003.0, 10737.0, 9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0, 10854.0, 10441.0, 10188.0, 10911.0, 11589.0, 10108.0, 10607.0, 10725.0, 11244.0, 10684.0, 23647.0, 28185.0, 32665.0, 30841.0, 31271.0, 23141.0, 10171.0, 10833.0, 10358.0, 11773.0, 10108.0, 10792.0, 11615.0, 10323.0, 10175.0, 10865.0, 10389.0, 10672.0, 10235.0, 10802.0, 10397.0, 12141.0, 10557.0, 10527.0, 11215.0, 11802.0, 10438.0, 10285.0, 11359.0, 11458.0, 13547.0, 10398.0, 10898.0, 10792.0, 10789.0, 10239.0, 11428.0, 10321.0, 10629.0, 11632.0, 11671.0, 11544.0, 11300.0, 11025.0, 10481.0, 10350.0, 10581.0, 10952.0, 11356.0, 10438.0, 11034.0, 10430.0, 10588.0, 10769.0, 11378.0, 10100.0, 11120.0, 11314.0, 10222.0, 10652.0]","[106.641509, 76.738462, 116.925926, 93.88785, 94.525424, 106.495146, 99.203704, 92.117117, 103.801887, 103.240385, 94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779, 101.439252, 101.368932, 90.159292, 96.557522, 111.432692, 95.358491, 96.427273, 98.394495, 104.111111, 89.781513, 211.133929, 258.577982, 263.427419, 293.72381, 289.546296, 206.616071, 90.00885, 101.242991, 90.859649, 104.185841, 94.46729, 93.034483, 104.63964, 98.314286, 91.666667, 102.5, 94.445455, 99.738318, 90.575221, 97.315315, 95.385321, 106.5, 97.75, 93.991071, 100.133929, 101.741379, 92.371681, 100.833333, 97.08547, 81.262411, 132.813725, 96.277778, 99.072727, 99.009174, 96.330357, 90.610619, 109.884615, 95.564815, 96.627273, 102.035088, 97.258333, 94.622951, 97.413793, 101.146789, 98.877358, 96.728972, 99.820755, 93.606838, 102.306306, 97.551402, 100.309091, 96.574074, 95.387387, 100.64486, 100.690265, 98.058252, 98.40708, 99.245614, 95.53271, 98.62963]",pythia_410
"[9868.0, 12257.0, 10079.0, 10352.0, 10813.0, 10376.0, 10620.0, 10716.0, 11067.0, 10230.0, 11155.0, 10738.0, 13540.0, 10946.0, 10314.0, 10464.0, 10735.0, 10694.0, 10674.0, 11009.0, 10854.0, 10441.0, 10188.0, 10911.0, 11589.0, 10108.0, 10607.0, 10725.0, 11244.0, 10684.0, 23647.0, 28185.0, 32665.0, 30841.0, 31271.0, 23141.0, 10171.0, 10833.0, 10358.0, 11773.0, 10108.0, 10792.0, 11615.0, 10323.0, 10175.0, 10865.0, 10389.0, 10672.0, 10235.0, 10802.0, 10397.0, 12141.0, 10557.0, 10527.0, 11215.0, 11802.0, 10438.0, 10285.0, 11359.0, 11458.0, 13547.0, 10398.0, 10898.0, 10792.0, 10789.0, 10239.0, 11428.0, 10321.0, 10629.0, 11632.0, 11671.0, 11544.0, 11300.0, 11025.0, 10481.0, 10350.0, 10581.0, 10952.0, 11356.0, 10438.0, 11034.0, 10430.0, 10588.0, 10769.0, 11378.0, 10100.0, 11120.0, 11314.0, 10222.0, 10652.0, 11044.0, 10731.0, 10811.0, 12004.0, 9899.0, 10438.0, 11161.0, 10411.0, 10556.0, 10834.0]","[94.884615, 100.467213, 97.854369, 93.261261, 101.056075, 92.642857, 99.252336, 99.222222, 102.472222, 95.607477, 99.598214, 81.348485, 125.37037, 97.732143, 100.135922, 96.0, 97.590909, 94.637168, 101.657143, 97.424779, 101.439252, 101.368932, 90.159292, 96.557522, 111.432692, 95.358491, 96.427273, 98.394495, 104.111111, 89.781513, 211.133929, 258.577982, 263.427419, 293.72381, 289.546296, 206.616071, 90.00885, 101.242991, 90.859649, 104.185841, 94.46729, 93.034483, 104.63964, 98.314286, 91.666667, 102.5, 94.445455, 99.738318, 90.575221, 97.315315, 95.385321, 106.5, 97.75, 93.991071, 100.133929, 101.741379, 92.371681, 100.833333, 97.08547, 81.262411, 132.813725, 96.277778, 99.072727, 99.009174, 96.330357, 90.610619, 109.884615, 95.564815, 96.627273, 102.035088, 97.258333, 94.622951, 97.413793, 101.146789, 98.877358, 96.728972, 99.820755, 93.606838, 102.306306, 97.551402, 100.309091, 96.574074, 95.387387, 100.64486, 100.690265, 98.058252, 98.40708, 99.245614, 95.53271, 98.62963, 101.321101, 94.964602, 97.396396, 105.298246, 94.27619, 94.890909, 102.394495, 98.216981, 97.740741, 99.394495]",pythia_410
