cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
14380698,1331964,20756622,13565993,3740074,76255445,7277181,7991780,22786,425474,10208528,25678618,113831
14123435,1292363,20818820,13611345,3767262,76554745,7338968,8065853,14609,415651,10462690,25018523,113811
14505984,1304778,20726485,13602704,3661596,76930970,7326508,8244371,20414,422934,10968321,27205079,116834
17688070,7351498,25978090,17350146,4817789,83075945,8876475,9627068,1076810,1515269,13909507,30387389,134818
23646528,7444153,34135271,17955691,12910317,47273660,21923345,23157216,1075289,1494819,26100637,67287844,48575
23035498,6822986,33400863,17924359,13446945,49758278,22987419,23728735,916416,1385864,26944980,68504453,48703
23493557,6632012,33722737,17866158,13531713,50212982,23291060,24572348,819440,1297301,27068902,69344024,49575
23320355,6924904,33901501,18107393,13722679,50662455,23718193,25099807,864331,1331645,27947147,69219216,49091
23675853,6550213,34350443,18239493,13944356,51049345,24016788,25090328,800377,1270708,27216507,69029273,49169
23004310,6601902,33470764,17816971,13388940,50428044,23361758,24628943,802700,1255175,27103732,68736101,49502
23323715,7059546,34062921,18096537,13940934,50702600,23732929,24768991,824388,1303287,27466974,69194321,49059
22989849,6384593,33589877,17789062,13425534,50211364,23396474,24828220,798132,1250881,27494929,67985410,49013
11207722,3520158,15724334,8163840,5833452,22714948,10050666,10597569,427141,641137,12655901,33310799,25174
6087531,1941057,8716205,4802335,3415230,14923323,5774197,6090295,394918,547157,7276144,18238828,14482
24082009,7017710,34946284,18417801,14097175,51654961,24383766,25690208,873002,1325215,27906922,70982912,50334
23736504,7501958,34623430,18304744,14036850,51780889,24309756,25651765,888123,1341971,28000565,71192705,49764
23845606,6466429,34116254,18177705,13640237,50747864,23618386,24842038,775817,1267858,27898862,70374483,50898
23649542,7140382,34278075,18100910,13728288,50534883,23721149,24681910,895868,1343844,27756944,69353206,50989
23865503,6555677,34715487,18241489,13933696,51674205,24481481,25830839,766076,1228186,27215644,70171202,50359
22697574,6034499,33239538,17834870,13630610,51378847,23548999,24877455,770031,1247345,27530974,68428098,49375
23698372,6568583,34069306,18227439,13625380,50926264,23582202,25406339,775210,1243343,27373819,70553979,50206
23432137,7009833,34126085,18146132,13650389,51216406,23615042,25117376,847793,1313344,27843946,69902568,51359
24045131,7329863,34320311,17981247,13593889,50944277,24057073,25381398,874306,1315289,27370778,70447577,51308
23595040,7031974,34349532,18363936,13820129,51612924,23863722,25129799,852116,1332648,27939456,69680185,51956
24094447,6822136,34675241,18336420,13645915,51001419,23775218,25472505,884274,1338828,28149822,71437015,50933
23961035,6389205,34332888,18259574,13728878,51146703,23518292,24856427,815166,1298155,27968099,71196072,51578
24109043,6612441,34807722,18428950,14027873,51615342,24302769,25625098,838392,1299882,28089036,71281892,50998
23551825,6811126,34343687,18273547,13937839,51013804,23988731,25093701,804480,1283580,27627930,70167859,48997
9509763,3036708,13776966,7168611,5236470,21355550,10029310,11076275,422879,603185,11196492,28255821,21566
1124019,701253,1532915,1006774,255174,3101541,276831,542361,222112,277467,1153755,2506371,5032
