uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
112976,73092,73320,208137,110501,126711,188555,105418,811082,311531,204131,125841,76017,303047,219652,354361,379102,906824,931689,3605257,0,4297740,953453,554643,195118,786806,438390,447810
112420,73384,73354,204107,109562,125215,181404,105359,809306,315107,215322,136698,81090,320185,894112,850064,561899,1184929,1172146,4612322,0,5042620,536411,264029,201899,821777,403467,407545
119309,77801,76735,213146,116660,134120,200738,110019,834926,319746,212561,133812,244635,1254795,906093,644091,441546,1056889,1033513,3606757,0,867376,215721,257785,198015,795591,433983,436196
119877,75524,76880,218075,116039,134546,197337,113957,854520,327296,225768,399451,455787,1305773,924059,655265,451944,1034569,1033861,2370226,0,848483,212133,254816,195701,792691,459652,459528
114806,74193,75480,209541,112014,126240,192398,110680,841306,321464,579781,658877,458558,1307069,924791,655976,457502,1061391,700626,801238,0,840897,210386,260050,199407,799494,435728,432328
113976,74239,75970,211892,113346,128060,195188,111533,854016,714099,779399,570988,412448,1246555,914888,646917,450469,744229,390215,822761,0,2520882,569075,547284,355662,2374940,955956,960727
116348,73947,74794,206411,111540,126177,189736,534292,4811247,1495932,1088631,783438,530796,1507398,1136811,384486,85338,404796,391063,840474,0,854384,213389,262775,200846,803616,454658,456964
113661,71702,75866,211694,112783,129009,812127,588168,3977245,1297886,880178,598251,392025,1098607,221087,139366,82711,407764,418431,877799,0,927228,220627,265653,203390,824856,513623,512839
115129,73271,73910,209912,308212,529896,787939,567308,3840065,1265922,913177,644883,298202,306132,208273,131304,77854,332297,338713,830129,0,876639,219047,261780,201147,814470,434573,441721
119790,77409,73380,678058,638947,544767,809892,584518,3968725,1311189,930490,395447,82532,324138,215242,135478,80618,357754,347399,787271,0,831289,219196,260337,199172,803905,455226,447656
118197,73519,156073,1038548,601494,537674,817214,587917,3983280,1313645,576669,134552,77990,313489,211151,133218,79206,369901,370060,820896,0,872913,214551,257796,197822,790249,479605,476615
112699,279744,311891,1352399,747602,633934,957122,728074,5147661,807873,211556,132524,78655,310792,210019,131805,80438,376061,376382,823079,0,881264,220585,264647,196960,800967,470554,483163
160281,324577,262920,1079692,569740,471991,686910,489678,837612,320804,219819,142637,85484,335808,216646,137162,81512,375085,378342,808442,0,845530,216525,260706,200201,801989,446528,449862
152358,333038,268751,1152284,636835,539005,795566,108188,837377,314352,219573,138683,82499,320315,217316,138000,82250,342357,328973,819042,0,860774,216445,260994,200296,782147,413765,1348329
158511,316837,263032,1123142,618309,420955,186888,107566,832496,318812,216987,136096,82464,327711,225827,140015,83511,403602,395601,851905,0,872943,212251,255941,201169,1663831,1364764,1368794
155768,322833,268496,687705,114069,131465,198189,110202,858122,323603,220502,133796,79407,308387,210161,133218,81835,379027,387917,871625,0,921324,232751,546462,511482,4151065,1404717,1393574
163277,328052,173285,209456,112791,129210,193553,106606,809137,308101,209842,132941,79352,309992,210848,133542,79799,396520,395515,821414,0,859954,521695,748559,466389,3481791,1258327,1293689
168847,174972,75812,213583,114422,133199,189912,106783,823535,314833,214859,135849,81073,306424,209318,132631,79878,349934,342898,805508,0,4328296,1273005,1068686,614969,4818734,1581931,1586914
110631,71977,76062,212952,114105,131802,202407,113361,860503,329619,211796,134519,80348,306011,212785,135796,80816,354611,356128,854591,0,4365458,966116,867845,531157,4122630,1320605,1283461
114826,73290,75238,206676,108501,124348,195190,109481,842815,324383,219332,143857,87780,349473,226246,143399,84896,408551,417462,3977157,0,4317959,955646,855758,525399,4131763,1463533,525290
110531,71736,71996,199321,106738,122948,181600,105358,813919,317733,223422,140303,83855,328616,229110,142079,85452,525081,1042138,3872612,0,4237550,932234,835904,511716,3496321,453021,442739
115137,72717,76305,212064,115380,132836,196804,109541,847083,325486,465506,342784,217762,668640,463836,315791,356168,1234041,1029081,3521431,0,4200334,955721,858515,359672,795209,516664,517106
116541,75738,76245,210266,112858,128092,191789,106120,816305,310928,211076,134335,80211,306339,208288,614031,568194,1258294,1220137,4577603,0,5012408,1114006,515081,198861,826370,463324,466962
118167,75010,73779,202497,108016,123575,183990,104530,806085,307653,209058,132506,79803,311135,919028,657011,452787,1055580,1045879,3765922,0,3791529,231089,270488,208114,834823,503451,507506
117279,74263,75221,210312,112214,126890,190861,103999,798744,304130,212734,135385,80137,1287359,926411,662906,452170,1044469,1039106,3964577,0,873462,223235,266039,204373,800137,468389,480759
110136,71328,71842,207509,111192,127263,187671,108015,837532,321531,223519,135520,453798,1303923,932671,662437,453428,1042682,1031795,3945624,0,839100,212165,253490,194256,776230,421581,419976
