uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
1573206,2118398,2088893,3252206,2416247,3013507,3605734,1879876,17937423,7585770,5223254,3404204,2219777,8731832,5998472,3993310,2403459,8516022,9268958,20675480,0,21098029,5505460,8218911,7177004,20680218,10763050,10484621
1161510,1929613,2756478,3601086,2892370,3791530,4449832,2184651,19941050,7141596,4687327,3557096,2161849,7116076,4943062,3297127,2021548,10244444,10850842,18480270,0,18574520,4492032,6699745,5980001,17344589,9660617,10537867
1481996,2066161,2329922,3379476,2957804,3157894,3624851,1735223,16247731,6588998,5192860,3558172,2150520,8905775,6033130,3911771,2450537,8845917,8074714,18206605,0,17281664,4173230,5991887,5553663,17453900,11674748,12027532
970199,1403423,1781498,2430840,2018743,2935944,3534430,1899596,19090962,8733916,5988090,4003684,2442762,6554190,4723762,3167630,1835745,6617413,6672374,11437846,0,11937873,2932611,4260790,3376335,10343059,5206805,5875950
98600,59644,63162,179630,93806,109396,166670,92386,3113883,1021623,773456,579647,391130,1156272,902932,654726,63447,339942,345155,652593,0,708396,169541,206294,156800,647553,480502,484290
2283157,3461244,4575171,13427950,8778227,10966357,15863062,11890986,99259463,31277901,21588046,12938046,8334107,20436267,12020368,5768953,2089907,4855146,5216634,36667155,0,78264491,14963169,8442534,5347277,69423761,22167512,18967132
2568663,3494886,4275396,9072283,5081900,6891833,10101279,4814851,42130829,18180002,13157738,9393351,5645500,23432606,17586162,12882161,7286354,18476350,18317936,66496322,0,60030127,13443924,13146018,11084644,37144085,16259893,15922066
4232682,4203288,4901139,11205173,5681112,7280398,11667748,5441044,46447934,19684460,13290719,8031621,4040893,20175151,13520303,8074950,4078332,18917502,18909458,46271839,0,49263181,13779363,18316587,16332268,49678590,24761270,24928594
2152975,4612252,4187990,10932507,3866517,3367529,3217789,1670603,23698441,8771327,6903353,5769825,4317142,14853785,11911064,8857641,5411246,13075600,14266602,55668818,0,65230028,15846123,15610164,11901213,68763724,20705574,19643655
1690779,3426175,4352207,9675451,5802678,7987018,12551783,8265094,66449937,23014306,16564129,12435875,7454801,22828392,14364104,9900788,6138377,13810948,12618118,33847798,0,26861280,5614528,5488333,5543309,22339284,16057674,17102979
955793,2377308,2343974,7599583,4548964,4956069,6308091,3675995,25649321,7762504,5118831,3115802,1591027,4081182,2905548,1823849,1449378,5059877,5214161,13610741,0,15536117,3721784,4941669,4036371,18602119,8821626,8932399
3415672,5014593,4683160,14848625,7898249,7860803,12047818,7028976,51024461,20345905,13339695,7951764,4338283,20630718,13843938,8462703,4443819,24321477,23731933,52603786,0,56655849,14626439,14987519,11561772,60153913,26212825,25860224
