uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
112992,69162,74323,209500,114413,127193,201718,109643,841350,355537,218890,131621,499027,1483464,1038878,745823,537091,2201099,2291054,5359383,0,875498,215809,261938,195535,790411,907266,906125
112088,68999,72930,211408,115876,129049,203613,109667,834263,352827,577374,898071,586248,1629212,1098614,760134,519831,2094098,1648480,816151,0,865087,214952,255163,195598,784820,905945,905992
112335,69490,75022,213335,117204,128920,206616,108723,824105,822597,918808,640816,437094,1313927,916261,631600,409634,1248926,768499,830975,0,874445,213571,253992,195137,782458,873664,870242
116290,69848,73949,209627,114912,128283,202938,109660,3210182,1273381,887827,618228,416621,1273818,887463,615814,138804,725775,723326,826920,0,911065,226460,271782,208806,834708,903847,881142
115546,70081,75463,211582,115509,128724,209518,594602,3966309,1330239,929479,649910,443784,1340986,929996,129854,72597,819009,813119,853131,0,902142,223961,274342,205265,813075,940543,935569
115229,70072,74341,212744,118177,130652,700747,495293,3455786,1213975,885088,646035,439146,1319767,210264,125409,69069,777358,784851,852831,0,898814,222158,268344,205914,801144,887580,900177
110264,68985,73418,202561,372780,685280,977000,692285,4581985,1516108,1061697,752239,377495,366318,225874,130373,70223,763356,765241,828620,0,849950,210229,260376,200269,798100,873557,868047
110344,67507,73817,700274,661557,552009,829616,601730,3927114,1259227,837454,343083,69485,346583,214604,128591,69330,752442,765692,839968,0,878859,216805,261814,200658,799653,873139,877541
112265,68421,172569,1168006,647953,538878,812170,587615,3957343,1324248,560804,126341,70284,358944,218832,129519,71034,757553,756404,839237,0,870359,216640,260123,196321,808841,868410,868996
113439,203743,266306,1159233,637890,538784,807492,582872,3903438,762171,217391,127228,70360,349193,214723,128388,70839,825997,819931,827326,0,890510,220684,266325,201489,810006,920905,923204
147925,280449,247426,1123877,649676,543549,822778,592177,849122,357325,219070,128249,70245,349050,213807,125590,68816,758174,758741,808256,0,890379,221853,267404,204366,821104,956702,959494
164924,373320,312486,1385029,767342,664106,757258,108556,822878,337269,207638,125021,68918,337572,212001,129745,70954,771517,768207,833414,0,879861,215645,255312,198949,795548,1525850,2643193
157396,303661,248887,1018794,541404,298266,204995,111707,845747,355008,222262,133854,74149,356187,218830,128019,70573,785664,782002,820295,0,892137,220143,265144,202829,2427676,2273476,2273743
157738,318021,269432,1171391,376422,135849,219106,115816,880231,377308,232478,139191,76423,366540,221110,132309,72500,836858,833082,831723,0,893071,223885,268442,360566,4090121,2248226,2242842
152799,316888,264524,676128,112512,124085,197414,106136,810358,348927,213995,130131,71758,736581,493386,332801,215907,1204295,1231289,2222393,0,876091,216058,555167,510632,4078965,2219848,2217341
153748,316270,155002,204467,112125,124489,197525,105392,803191,336909,207470,127177,69690,351945,218492,129099,72392,779174,791065,862071,0,898873,591360,799603,503859,4085902,2214088,2217420
156611,78360,72707,207183,357784,316167,483715,330065,2267094,794949,535999,364936,70389,356630,213605,127241,69765,796025,796635,834613,0,4709049,1056892,937202,563814,4663085,2579036,2671435
115287,68899,75215,213172,116550,129558,206425,109405,838083,356095,213476,126888,69429,347536,213587,127476,67975,771661,772826,2405653,0,4229595,888571,775181,461786,3429552,2006460,1460540
112728,69828,76140,219152,120121,132511,212423,114311,871980,369295,223088,130456,71018,354356,211326,125076,68390,772141,1312700,3936109,0,4243460,935289,839845,508930,4075479,1572656,923275
118170,72289,77995,220266,119384,131912,213815,112698,857808,357874,215629,128436,70151,351058,211841,125839,69389,1276421,1839817,3950194,0,4281417,941226,844860,513911,2480031,937332,952261
118294,70858,75810,213006,115222,127658,211004,112247,833000,357979,223154,132946,72542,363577,217523,129864,248088,1867625,1885023,4020021,0,4373279,957906,860843,367739,830574,912603,902469
113288,68316,72978,207607,113512,125835,200986,106524,800427,340234,212153,126588,70605,351413,217172,332505,360952,1609144,1621124,3508861,0,4137101,928193,549287,205641,815516,871487,857383
109303,67460,72094,204609,112808,125655,200690,108351,823805,349618,214884,127847,70822,835625,1141317,820976,532846,2087827,2071028,4501394,0,3507922,292058,267974,207355,811919,883995,877688
114665,70305,75550,206831,114340,127104,203447,109686,834731,353295,217678,129958,253831,1333189,938537,654634,442075,1916580,1919193,3760470,0,903083,222338,272613,209388,839470,971969,971269
115086,68602,73917,210722,115654,127621,205154,107377,818998,346841,207809,390253,446800,1341452,936415,660732,448650,1863078,1860656,2418500,0,857305,216282,262138,200918,807120,906492,907516
114552,70127,76220,218686,119828,130282,206094,109919,843856,357289,570010,651671,441072,1331158,934327,653297,439873,1901797,1365029,823556,0,865265,212306,257222,196855,811615,947910,944433
112072,69029,73878,208103,113881,128017,204644,111051,834121,749365,791426,572690,400816,1273884,936013,655366,441869,1293364,734846,797990,0,836935,208550,252956,194424,771836,848838,849700
112681,69016,74502,206519,113512,126440,206563,237943,3547754,1578615,1064139,739863,506278,1510309,1053970,643832,237679,784461,790745,829308,0,855775,210802,262380,201463,802350,922171,918174
111195,69248,74805,210148,114781,127805,504476,581578,3902897,1300404,907349,617945,399406,1178184,505422,131199,71336,781413,789437,848478,0,881668,216173,260910,200536,799733,870153,872786
116665,69719,76062,212402,114228,338867,826682,597827,4026036,1341418,935596,658012,447158,847430,219853,133528,70547,806184,806191,840342,0,894510,221550,260832,205131,832795,982024,966994
117749,72546,78775,226595,388630,558748,836757,597856,4007485,1330629,928977,646386,254767,341562,208644,124083,70691,790284,791871,874268,0,919190,228737,274696,202083,817633,962356,954325
114923,69496,76721,592271,568873,500551,790459,593331,3991186,1337134,931997,396106,72068,358187,220345,126802,69809,747594,743194,821901,0,846706,210903,262180,200922,805164,936473,936181
110607,68322,236365,1367749,756681,628627,939269,689257,4817879,1660377,555348,131283,70317,351197,218457,130125,69584,770253,763069,824909,0,873963,212932,255986,195672,797191,891430,896596
149281,411783,341844,1550259,819266,475599,693867,473209,2514582,353281,216392,125566,68667,343632,211018,125753,67194,719474,721008,800411,0,875838,218992,263710,201803,2315402,1582956,1583582
159108,312306,267042,1156539,639133,537390,805596,345321,823559,349863,219471,130751,72149,359927,220272,133471,72165,805105,796068,834191,0,864617,216483,254999,195169,781000,912983,1568012
156394,317606,266007,1165085,645329,542021,517122,109830,833395,353463,217127,129707,71919,352024,216120,127745,70281,774254,774777,827649,0,878252,218313,261541,201113,802436,1570325,2247171
162317,320472,270616,1172768,647526,340599,206055,109002,807906,341396,210231,128530,70215,351240,219169,130593,74176,811187,811197,854722,0,916903,224534,269506,199310,2197926,2167323,2232320
170174,397043,345778,1628706,392695,133466,218039,112807,844321,357012,213665,127544,69656,348924,217878,130270,71289,746977,750840,838713,0,907892,216948,260640,454595,4829425,2574046,2580730
147192,265713,230237,211263,113722,128377,206396,108455,820942,347305,217838,133031,72700,356517,219847,131496,71779,790097,785253,811722,0,853354,208856,837509,509703,3853357,2077131,2013158
159457,290780,75851,212445,115750,133956,213623,114088,859422,363631,224717,134458,74405,348290,212936,125479,70350,791757,800163,848991,0,1098824,944212,847130,508956,4076230,2279498,2294920
136225,69491,75024,212750,116483,129138,205540,107823,809333,350081,214879,130156,71492,356125,222306,133102,72521,789946,790561,823198,0,4282292,934057,836945,507124,4068151,2245515,2243189
116420,69687,75561,208918,114116,127810,208482,109515,834717,357478,219921,130712,70837,360493,217771,129717,70448,809890,808873,2255264,0,4220537,925345,838548,510654,4043579,2295604,1629137
114647,71611,76721,212772,116690,130487,208247,110102,829822,347208,212923,125877,68092,359407,220866,130681,71572,788864,1229315,3306009,0,3626157,832174,790518,503634,4032655,1534775,873763
113671,68330,73996,207815,112394,124828,200469,106768,834348,353959,217686,129319,70700,352753,216502,127034,68098,1847047,2294485,4938518,0,5000916,1092021,969213,585952,2193826,948940,935888
115417,69404,74875,217903,117884,130271,207982,109287,832104,350964,213757,123534,66584,339475,215327,127474,447546,1857220,1868845,4031414,0,4300268,893820,778820,199354,803625,950028,960487
117677,70686,75825,216234,118342,128215,202697,106733,811070,350889,214632,128202,70301,350139,238570,648110,441584,1872571,1869306,3943579,0,4274947,909414,257751,197065,816867,926193,929019
118726,72358,77275,214562,119578,130630,212155,112234,852431,358352,221532,133244,71649,753922,888725,622098,416760,1838988,1840998,3764566,0,2697190,216550,269009,206469,839856,915908,911176
117175,72410,75991,214059,116495,130393,208075,109618,823244,361170,225840,134459,216780,1141119,810715,589360,419505,1878825,1880665,3960089,0,869251,221364,269547,201697,808408,913647,917030
109900,66934,72704,206131,113335,128289,205814,111508,847227,358561,222453,604431,551364,1547419,1082425,763564,518730,2132508,2173829,2237434,0,872113,212149,256859,196883,788409,919550,912689
112921,69834,75921,216985,118376,131386,210283,111101,832391,353807,915523,641389,435088,1310886,899521,599652,385090,2125339,1236575,1993227,0,2130750,484909,489059,327334,788374,869108,868673
120176,72388,76922,211596,115664,126280,200467,106124,808474,1311213,912758,643197,437600,1311864,912797,643987,437901,763510,791222,838679,0,891828,224346,275114,211565,865305,967504,967525
113853,69683,73122,209572,114588,126770,201593,108479,3989235,1331905,933427,655583,444946,1340288,937284,654969,69401,749554,742053,816535,0,863053,219243,264768,203069,807621,898022,897017
114358,69050,74659,212392,115974,127994,355400,490920,3463824,1226777,879949,613819,416628,1277856,663221,132009,70624,769046,767040,836218,0,879003,217399,255598,195351,786679,901160,905812
