uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
197853,94946,105761,354212,175770,204930,331981,169683,4610427,1670701,1099772,732981,475992,1627081,1074647,718500,84370,1521624,1514953,1152412,0,1425111,308622,309201,250789,970588,1846401,1851655
189455,96806,109205,343641,168712,196888,368088,594842,4156108,1543998,1054737,714332,463049,1576283,986679,164603,83778,1476996,1490501,1185066,0,1446681,329014,339569,258634,1030930,1891371,1883791
208811,104229,111615,358930,640916,726113,1125504,786491,5242794,1882219,1298893,913648,276904,616943,347534,193752,92688,1635649,1634895,1313002,0,1584962,345431,350379,290151,1094602,1978603,2001509
167082,86121,96075,1300432,707054,615974,915381,608687,3955534,1377223,905238,173101,85070,544420,306145,173362,86098,1548734,1548134,1158918,0,1369888,316247,321874,250140,977951,1676687,1632037
211407,99785,304305,1311816,708226,625308,963454,663042,4487225,1616162,335493,190860,92870,609793,355885,198942,96058,1806487,1843573,1388903,0,1764288,378502,372924,291767,1101795,2066824,2039748
178820,340255,300828,1316447,712028,618544,959457,664599,4437180,521296,295892,165379,81472,521870,291837,170194,85162,1466563,1514835,1199762,0,1447852,321760,321882,248884,959596,1779156,1773011
286049,336620,309394,1349777,727588,644733,1006308,678497,1338200,629029,358269,197533,96443,635470,364422,202235,97278,1803457,1775159,1303775,0,2902238,607618,545309,373452,2186751,2506257,2588225
290693,392427,344086,1601882,911575,814925,922031,157104,1170005,537068,311736,174379,87949,534473,302110,170598,86457,1508984,1529846,1151001,0,1340379,306098,313651,244571,949294,2633667,3743224
274432,298666,270044,1142996,182896,207479,334280,175632,1303571,600863,332219,186082,91409,578492,328746,178631,85495,1542846,1539078,1207402,0,1436846,335662,336464,579568,4236454,3431725,3361179
270084,345131,292041,324618,163431,193002,320284,171221,1312969,591357,337104,189192,91843,568987,324615,171789,83211,1547587,1569298,1174614,0,1446234,313240,909420,573761,4283264,3385438,3374311
280135,345608,109299,344744,171801,203376,321910,161774,1224896,562255,331320,182038,88894,565351,325423,181516,90160,1594639,1568216,1208795,0,1474255,1071417,917682,581598,4231676,3432150,3431191
295865,102188,109404,357793,173078,196465,305448,159224,1188951,541316,306342,176380,86798,556669,333405,186473,91182,1690619,1697033,1309207,0,5323772,1109796,946304,598735,4397892,3625479,3612586
181784,86140,96318,310555,151389,179161,287678,145577,1115466,524887,302254,170564,85962,556206,317912,177860,86363,1607583,1657864,1235611,0,4482817,947108,836785,550568,4162586,3264618,3259698
199992,99537,107000,350967,173106,204068,328282,170254,1305503,597527,344778,190971,95711,594290,344145,189701,94819,1621663,2367314,5927121,0,6319101,1262316,1063973,660960,5026017,3193666,1987980
178861,88030,97531,317620,160599,181368,291285,151455,1149352,523477,303980,167456,83161,541559,312907,171036,409813,2740646,2697358,4241386,0,4867053,968368,802831,261173,946254,1717215,1706122
195279,94032,107628,356944,176880,211254,348810,177638,1373949,652672,362144,197755,97248,641795,355970,734682,472058,2951723,2929269,4565273,0,5289700,1087807,337773,268314,1027435,1902142,1902272
185815,88149,96178,315199,158293,180603,305402,154979,1187072,547250,321097,179232,88721,557718,1050632,711294,460473,2872765,2897910,4388276,0,5115357,307073,306671,242631,954009,1787027,1823141
215009,107482,116662,382079,186087,227252,366677,180141,1360148,616972,359109,197137,94594,1442785,952024,656908,442089,2943767,2908911,4532602,0,1493484,338523,346612,277287,1067257,2025197,2072269
187983,88262,99574,316333,157519,181381,293281,150000,1134839,515029,291070,421031,588214,1831216,1222917,838871,549458,3147259,3170785,4031821,0,1504881,306689,303879,240463,949997,1717288,1715492
193536,96522,107489,337076,169976,198041,322768,157851,1236836,584683,720228,733930,474196,1639539,1088379,703519,430596,2768358,2239200,1353841,0,1694981,359708,353557,277837,1102448,1928562,1930096
207275,95136,103375,338865,164718,184273,296992,156693,3707658,1539929,1021968,688688,443796,1544123,1022842,686225,154139,1528426,1516070,1222779,0,1521787,337874,345051,267809,1047154,1940314,1952663
187065,91917,101011,317205,158522,182737,296905,668226,4469201,1610108,1070243,725247,465845,1631434,1076938,183081,91035,1642612,1634814,1269428,0,1523041,346087,340296,268391,1025767,1919297,1849180
180732,87929,103440,341790,168656,199553,873718,616389,4344534,2132640,1445730,983437,657341,2166906,698282,448067,276260,1703448,1707324,1337620,0,1568715,331059,325399,249884,950130,1802829,1812005
171680,89326,98559,317529,402381,727895,1112071,779591,5199245,1835200,1257906,885204,440833,562858,306943,169408,84627,1474672,1445234,1142248,0,1359033,311843,329159,259244,983937,1686088,1707473
199047,96720,107136,859985,730727,643145,972398,645920,4200074,1493832,960293,422385,99689,647708,363182,196992,96566,1768264,1679578,1265872,0,1530143,340257,334166,264495,1011379,1918259,1902839
170985,83754,197025,1305520,704443,620770,955048,663887,4441212,1594120,675506,167941,84646,517187,306627,168863,84109,1589444,1596652,1148598,0,1372295,299162,308765,241854,934192,1712224,1722578
298949,344030,312401,1329753,715498,635659,971251,655648,2238609,597443,334964,187694,90052,577787,339580,188748,89865,1571935,1627247,1282245,0,1563932,346847,352912,288559,1144331,2101828,2122539
266921,338903,299182,4932048,2718087,2201249,2991563,2021550,13220296,4359484,3069963,190710,95020,528184,298594,169304,84132,1631468,1666053,1207020,0,1514827,327865,325757,250017,978248,2454264,3239536
305866,423652,372921,1743701,710126,196034,317356,157216,1226691,568356,325333,176755,88561,572472,334833,182411,92443,1693897,1752652,1334960,0,1655838,363742,363431,418051,5086662,3995667,3967172
245213,284143,255263,692420,162591,187630,300592,154808,1207231,538582,308332,171697,83048,532969,309318,173744,87381,1560084,1549569,1208851,0,1440576,308916,617700,555009,4060864,3166953,3111509
273688,339585,197132,336933,164610,200029,325604,163027,1265055,593071,341263,186324,91915,570156,323283,180254,87221,1566008,1566788,1242969,0,1491923,717948,938228,595954,4345734,3431454,3449374
264336,213060,97841,313861,158002,182688,303027,153439,1211212,578327,337577,189210,94321,610383,358956,201291,97466,1707355,1691602,1304872,0,3401359,1077220,916216,568880,4258856,3446102,3409416
171644,89875,101850,319282,162625,192445,314592,158781,1220938,560463,321087,181971,89267,566957,320741,177339,89212,1563377,1508903,2966076,0,5103651,1058830,904143,561838,4261884,3295626,2112167
209211,102140,109693,357332,172012,207146,333737,170385,1297510,598798,346132,190622,92059,583831,328778,180953,89170,1678300,2706720,3887138,0,4710385,1006856,894040,588346,4363479,1898160,1909957
195705,87613,100753,329044,163832,185043,295012,154245,1157967,526348,289004,161900,79112,506719,295266,164892,273464,3236873,3203282,6811384,0,7474754,1530012,1274956,640281,2357882,2583311,1869918
208284,104944,116571,388935,192889,216548,347021,173067,1306233,614036,347608,192304,93897,603988,351908,467945,465560,2908861,2911837,4500582,0,5137953,1015059,579982,271867,1081110,1989377,2008922
178467,88005,99326,317479,159918,186078,299444,157095,1195001,531560,303867,171345,84614,524843,674488,706800,462668,2847979,2851043,4459026,0,5178682,691765,311814,247459,956884,1671556,1659419
