cycle_activity.stalls_l3_miss,machine_clears.memory_ordering,mem_trans_retired.load_latency_gt_128,mem_trans_retired.load_latency_gt_16,mem_trans_retired.load_latency_gt_256,mem_trans_retired.load_latency_gt_32,mem_trans_retired.load_latency_gt_4,mem_trans_retired.load_latency_gt_512,mem_trans_retired.load_latency_gt_64,mem_trans_retired.load_latency_gt_8,mem_trans_retired.store_sample,memory_activity.cycles_l1d_miss,memory_activity.stalls_l1d_miss,memory_activity.stalls_l2_miss,memory_activity.stalls_l3_miss,rtm_retired.aborted,rtm_retired.aborted_events,rtm_retired.aborted_mem,rtm_retired.aborted_memtype,rtm_retired.aborted_unfriendly,rtm_retired.commit,rtm_retired.start,tx_mem.abort_capacity_read,tx_mem.abort_capacity_write,tx_mem.abort_conflict
0,125,0,0,0,0,0,0,0,0,2562946,1164342,501779,42337,0,0,0,0,0,0,0,0,0,0,0
0,105,0,0,0,0,0,0,0,0,2562447,1253490,569776,99455,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,3363636,1227576,534916,30403,0,0,0,0,0,0,0,0,0,0,0
0,101,0,0,0,0,0,0,0,0,2551353,1214216,531433,52849,0,0,0,0,0,0,0,0,0,0,0
0,360,0,0,0,0,0,0,0,0,2596593,1247740,558863,73053,3546,0,0,0,0,0,0,0,0,0,0
0,870,0,0,0,0,0,0,0,0,8838955,3130279,1988097,1461745,890004,0,0,0,0,0,0,0,0,0,0
0,832,0,0,0,0,0,0,0,0,7777411,2404986,1415952,971995,758742,0,0,0,0,0,0,0,0,0,0
0,971,0,0,0,0,0,0,0,0,7882667,2074800,1178129,845296,609223,0,0,0,0,0,0,0,0,0,0
0,879,0,0,0,0,0,0,0,0,7851213,2203642,1246986,799424,635429,0,0,0,0,0,0,0,0,0,0
0,921,0,0,0,0,0,0,0,0,7847336,2184009,1259742,881719,731752,0,0,0,0,0,0,0,0,0,0
0,959,0,0,0,0,0,0,0,0,7885152,2136971,1207100,768969,670711,0,0,0,0,0,0,0,0,0,0
0,960,0,0,0,0,0,0,0,0,8420293,2243553,1282761,854202,704640,0,0,0,0,0,0,0,0,0,0
0,964,0,0,0,0,0,0,0,0,8003875,2186715,1228486,789242,663652,0,0,0,0,0,0,0,0,0,0
0,180,0,0,0,0,0,0,0,0,2700931,869558,486082,335296,184727,0,0,0,0,0,0,0,0,0,0
0,305,0,0,0,0,0,0,0,0,3972595,1158890,700739,441802,265338,0,0,0,0,0,0,0,0,0,0
0,988,0,0,0,0,0,0,0,0,8003970,2206494,1243887,812225,591602,0,0,0,0,0,0,0,0,0,0
0,990,0,0,0,0,0,0,0,0,7947954,2156000,1216829,790403,658339,0,0,0,0,0,0,0,0,0,0
0,976,0,0,0,0,0,0,0,0,8137956,2159295,1237914,801637,641085,0,0,0,0,0,0,0,0,0,0
0,972,0,0,0,0,0,0,0,0,7966083,2172740,1259397,827555,655130,0,0,0,0,0,0,0,0,0,0
0,1165,0,0,0,0,0,0,0,0,7917462,2498606,1399362,915466,718929,0,0,0,0,0,0,0,0,0,0
0,972,0,0,0,0,0,0,0,0,7859660,2216132,1242160,801468,697446,0,0,0,0,0,0,0,0,0,0
0,971,0,0,0,0,0,0,0,0,8409210,2248169,1262754,817404,660829,0,0,0,0,0,0,0,0,0,0
0,1003,0,0,0,0,0,0,0,0,7867767,2246373,1275221,877448,602255,0,0,0,0,0,0,0,0,0,0
0,986,0,0,0,0,0,0,0,0,7881497,2367465,1335779,915752,810753,0,0,0,0,0,0,0,0,0,0
0,945,0,0,0,0,0,0,0,0,7825925,2099644,1205522,792744,636190,0,0,0,0,0,0,0,0,0,0
0,898,0,0,0,0,0,0,0,0,8410889,2358108,1349918,894157,659016,0,0,0,0,0,0,0,0,0,0
0,999,0,0,0,0,0,0,0,0,8371436,2225995,1250966,812476,663341,0,0,0,0,0,0,0,0,0,0
0,1018,0,0,0,0,0,0,0,0,8473019,2276392,1275931,814961,688435,0,0,0,0,0,0,0,0,0,0
0,667,0,0,0,0,0,0,0,0,8700557,2306706,1307608,850702,606205,0,0,0,0,0,0,0,0,0,0
0,31,0,0,0,0,0,0,0,0,124345,229811,113486,77153,1438,0,0,0,0,0,0,0,0,0,0
0,722,0,0,0,0,0,0,0,0,3538638,1547330,520926,346409,146474,0,0,0,0,0,0,0,0,0,0
0,865,0,0,0,0,0,0,0,0,4480745,2241692,918463,470753,143740,0,0,0,0,0,0,0,0,0,0
0,887,0,0,0,0,0,0,0,0,4115961,1558451,477966,122015,95182,0,0,0,0,0,0,0,0,0,0
0,914,0,0,0,0,0,0,0,0,4106283,1554188,469852,129387,87852,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,897481,457306,246696,179556,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,74633,155949,62623,136975,920,0,0,0,0,0,0,0,0,0,0
0,46,0,0,0,0,0,0,0,0,75360,161402,77152,63281,0,0,0,0,0,0,0,0,0,0,0
0,644,0,0,0,0,0,0,0,0,75103,149986,77120,52373,1156,0,0,0,0,0,0,0,0,0,0
0,702,0,0,0,0,0,0,0,0,2556905,1150150,426243,193628,96265,0,0,0,0,0,0,0,0,0,0
0,803,0,0,0,0,0,0,0,0,4897685,1793690,644173,271678,129707,0,0,0,0,0,0,0,0,0,0
0,558,0,0,0,0,0,0,0,0,1419865,681393,280486,176361,30832,0,0,0,0,0,0,0,0,0,0
0,445,0,0,0,0,0,0,0,0,2050914,1457569,658280,390230,203291,0,0,0,0,0,0,0,0,0,0
0,881,0,0,0,0,0,0,0,0,4540169,1646916,537379,202794,103903,0,0,0,0,0,0,0,0,0,0
0,835,0,0,0,0,0,0,0,0,3999687,1598069,539564,190609,120908,0,0,0,0,0,0,0,0,0,0
0,840,0,0,0,0,0,0,0,0,4082188,1651692,602585,228300,129344,0,0,0,0,0,0,0,0,0,0
0,793,0,0,0,0,0,0,0,0,4048597,1568006,503314,157847,77518,0,0,0,0,0,0,0,0,0,0
0,805,0,0,0,0,0,0,0,0,4034624,1575238,504132,143382,94823,0,0,0,0,0,0,0,0,0,0
0,743,0,0,0,0,0,0,0,0,4516129,1663629,541321,190250,94434,0,0,0,0,0,0,0,0,0,0
0,583,0,0,0,0,0,0,0,0,4038572,1623043,504436,158126,64323,0,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0,0,78420,365653,281145,262255,1313,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,0,0,0,0,0,73748,113941,60366,50833,1185,0,0,0,0,0,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0,75289,89216,46914,38708,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,626094,165346,80171,55572,0,0,0,0,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0,0,69519,80556,42116,32877,0,0,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,67,0,0,0,0,0,0,0,0,38612,152598,96034,80834,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,94198,387204,243451,188040,21275,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,94053,186072,86321,64353,1793,0,0,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,0,0,0,909269,149225,61280,20407,0,0,0,0,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0,0,0,96546,189603,100133,79032,0,0,0,0,0,0,0,0,0,0,0
0,56,0,0,0,0,0,0,0,0,94069,169461,80348,59593,23240,0,0,0,0,0,0,0,0,0,0
0,54,0,0,0,0,0,0,0,0,40532,37158,9860,5046,0,0,0,0,0,0,0,0,0,0,0
0,2702,0,0,0,0,0,0,0,0,8726316,2135565,988672,345343,149148,0,0,0,0,0,0,0,0,0,0
0,63,0,0,0,0,0,0,0,0,221649,377554,206724,128769,805,0,0,0,0,0,0,0,0,0,0
0,57,0,0,0,0,0,0,0,0,96912,224072,118283,80694,0,0,0,0,0,0,0,0,0,0,0
0,59,0,0,0,0,0,0,0,0,647181,657275,408889,308680,1406,0,0,0,0,0,0,0,0,0,0
0,432,0,0,0,0,0,0,0,0,74455,181359,98371,142819,2759,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
