cycle_activity.stalls_l3_miss,machine_clears.memory_ordering,mem_trans_retired.load_latency_gt_128,mem_trans_retired.load_latency_gt_16,mem_trans_retired.load_latency_gt_256,mem_trans_retired.load_latency_gt_32,mem_trans_retired.load_latency_gt_4,mem_trans_retired.load_latency_gt_512,mem_trans_retired.load_latency_gt_64,mem_trans_retired.load_latency_gt_8,mem_trans_retired.store_sample,memory_activity.cycles_l1d_miss,memory_activity.stalls_l1d_miss,memory_activity.stalls_l2_miss,memory_activity.stalls_l3_miss,rtm_retired.aborted,rtm_retired.aborted_events,rtm_retired.aborted_mem,rtm_retired.aborted_memtype,rtm_retired.aborted_unfriendly,rtm_retired.commit,rtm_retired.start,tx_mem.abort_capacity_read,tx_mem.abort_capacity_write,tx_mem.abort_conflict
0,172,0,0,0,0,0,0,0,0,2585563,1177271,497528,82959,0,0,0,0,0,0,0,0,0,0,0
0,96,0,0,0,0,0,0,0,0,2648352,1206487,509031,68376,0,0,0,0,0,0,0,0,0,0,0
0,78,0,0,0,0,0,0,0,0,3133646,1255553,535001,107694,0,0,0,0,0,0,0,0,0,0,0
0,82,0,0,0,0,0,0,0,0,2572717,1198985,525393,95392,0,0,0,0,0,0,0,0,0,0,0
0,97,0,0,0,0,0,0,0,0,2599531,1193410,492119,66482,0,0,0,0,0,0,0,0,0,0,0
0,134,0,0,0,0,0,0,0,0,3366494,1173752,461521,48948,0,0,0,0,0,0,0,0,0,0,0
0,63,0,0,0,0,0,0,0,0,2616098,1180180,504284,71388,0,0,0,0,0,0,0,0,0,0,0
0,108,0,0,0,0,0,0,0,0,3146937,1210012,508355,78308,0,0,0,0,0,0,0,0,0,0,0
0,109,0,0,0,0,0,0,0,0,2605923,1202465,517555,89411,0,0,0,0,0,0,0,0,0,0,0
0,176,0,0,0,0,0,0,0,0,2574812,1112457,435158,35419,4184,0,0,0,0,0,0,0,0,0,0
0,172,0,0,0,0,0,0,0,0,2595863,1110885,422911,27796,0,0,0,0,0,0,0,0,0,0,0
0,151,0,0,0,0,0,0,0,0,2618214,1183019,478642,69768,0,0,0,0,0,0,0,0,0,0,0
0,150,0,0,0,0,0,0,0,0,2601343,1266842,553603,141934,0,0,0,0,0,0,0,0,0,0,0
