cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
952694,383140,1311947,973419,489416,3529478,714293,742035,91209,141992,978909,1657321
22640824,6900058,27034250,13776206,12040341,31737833,21704274,23934331,1347482,1904643,29533287,72992543
43571,13101,455618,220387,210667,368488,381062,705811,3750,8958,424268,84502
29037,8857,429834,201947,206294,280296,373134,505997,943,6482,408464,52980
10029121,4105944,17066802,8963484,7545252,21334196,15246547,14631838,662435,1086036,14460187,26431676
1050594,473412,1795891,980890,371721,4127992,937724,971855,99782,147743,1373106,2535950
1255757,1075827,2079543,1524227,385351,6831427,765008,564576,299116,402497,1414367,2059554
2505785,1266891,5200178,3656725,2263923,14023551,4396073,4567218,888830,1044435,6497777,5187280
46103245,46515730,69265046,37691393,29063511,72338900,50898194,51496443,4756615,5957215,64241677,140817773
38723237,35329664,55270744,29579183,22642059,56175377,41727305,41048099,3640126,4619883,50024071,116510203
58965715,31434142,86008041,44619276,38537826,77397783,70332666,70493610,3812694,5290835,82061898,186801350
51907247,13482463,76077192,37107814,33565479,63697389,61657673,64137925,1128541,2348784,70219729,169176527
4778970,1200855,7259699,4180542,2860963,9534042,5842786,6747187,570133,736156,8714887,14362229
13684765,7900380,19362363,12886340,8684948,27720912,14643414,17009782,1942757,2123527,19733224,40732688
26881329,14372389,35511887,20286626,13151259,44842939,25306921,25467031,2703496,3270148,30993278,74111258
23507046,9569942,30197178,15889459,11067107,33896899,23113467,26724861,1631598,2039778,30542711,75270542
3583799,2845798,5922441,4067485,2407360,10714503,4637156,5051212,791565,648508,4119507,7240792
40454513,16913520,58291776,29592220,24242483,55886703,44734062,47857782,2275715,3279080,56970864,130537314
22410957,9960657,27773253,16096262,12541680,36627025,25481956,28139352,1847384,2425803,34097244,67978341
23746464,14618842,35874658,19114828,14352691,40032647,24617361,24488521,2710526,3158790,27909248,70284592
19200253,15203255,27464905,12509361,8821938,31446375,18122423,17607348,2156958,2443600,19790317,53484924
18502222,16224891,27527129,15751366,10083969,36145138,19963917,18278686,2364892,3094282,23304457,53346345
34710009,21166340,53471418,29023929,23790934,50372815,37256215,43444907,3204005,3907133,41204358,97034940
37495866,32770868,61070313,31914244,25435151,56125336,43908691,44665832,4101191,4762635,48959865,108946434
27771157,15254421,41340630,21554760,15187877,43937287,27432247,28707389,2420997,3004954,28792423,76698770
34764660,13284237,44557567,22292570,16330840,51815972,30898411,31831920,2732276,3384152,46482903,113033568
22793490,11313986,35711726,18208709,11572099,43901370,25907107,26492308,2524492,3190711,33074894,69910973
24504955,9960288,33914781,20133531,15617077,41888335,25128561,27545044,2197613,2582258,32131585,73363269
23802175,11584488,36024434,19112302,13630840,41663505,25034662,27605312,2307388,2892070,31611329,69658900
32976499,15394875,50591759,24961592,19541817,54087938,38955450,38834068,2658581,3368953,44945800,95962005
24816713,14402007,38224777,20240150,14076147,40650810,25002541,24553141,2063964,2877404,34327633,75479050
14740339,6413918,23561191,13976463,10254846,34677708,18505879,17084820,1575497,2087008,18564333,37651260
16202717,6572996,21172393,11603847,7628833,29201754,13595803,14130066,1495733,1915188,18768466,48369306
19095197,11339630,28086301,14689936,10026627,32134005,19256192,20120502,2026715,2653993,25884405,57583554
1616204,1303017,2228213,1332515,367774,6953571,1146813,1192454,364306,435944,1650261,2668097
3364566,1565979,4468422,2617352,1314616,9343436,1788300,2510876,604986,714829,4439645,8810601
3022945,1800904,4554171,2754889,1404847,11581133,3250150,3004012,477739,648047,4311710,7903988
17829688,12955536,21071913,9784703,5902991,19418525,12453877,12567234,1373179,1935113,22056708,57844861
42203404,26040522,59869355,29297250,26556111,56777740,48903524,48584768,2881135,3863033,55812293,134500461
25361496,15148161,41125026,20714720,13893706,38145890,22871567,25519676,2443259,2887085,32516913,80419551
17446216,8530747,25381553,14419498,9834181,32341226,16484960,14118646,1782582,2167330,21182758,50472870
7939637,3287452,10692499,5998745,3660500,17505545,6945083,8202035,1040085,1242487,8147334,17898733
11689822,5422120,16993843,9913527,7349901,27871145,14120105,10521527,1341364,1874694,17914348,35292241
18833122,10984416,29204610,16625551,12516694,40753193,23397025,23791679,2200310,2813399,28684230,53655663
19367535,8539604,29213366,17215289,11691729,42434565,20207286,20199685,2332498,2596889,22903251,56719086
38631836,15932423,59076955,30520968,22784346,65547803,42755585,42619443,3304205,4443307,50042032,116729039
28000959,9471830,40066069,22603532,14834548,54403574,26018218,28547203,2843847,3317319,32178190,77580853
35560927,9533173,48051735,24242846,17992367,60080165,35934074,36407264,2657975,3251460,42725874,106643074
19463462,5843985,27404489,14659826,10252567,38942711,17722334,18574136,2044552,2236222,24244708,57587571
28797034,8060672,42115263,21407980,16190330,50008148,29692468,30048168,2145298,2693976,38615442,91044338
