cpu_clk_unhalted.c01,cpu_clk_unhalted.c02,cpu_clk_unhalted.c0_wait,cpu_clk_unhalted.distributed,cpu_clk_unhalted.one_thread_active,cpu_clk_unhalted.pause,cpu_clk_unhalted.pause_inst,cpu_clk_unhalted.ref_distributed,cpu_clk_unhalted.ref_tsc,cpu_clk_unhalted.thread,cpu_clk_unhalted.thread_p,cycle_activity.cycles_l1d_miss,cycle_activity.cycles_l2_miss,cycle_activity.cycles_mem_any,cycle_activity.stalls_l1d_miss,cycle_activity.stalls_l2_miss,cycle_activity.stalls_total,exe_activity.1_ports_util,exe_activity.2_ports_util,exe_activity.3_ports_util,exe_activity.4_ports_util,exe_activity.bound_on_loads,exe_activity.bound_on_stores,exe_activity.exe_bound_0_ports,inst_decoded.decoders,inst_retired.any,inst_retired.any_p,inst_retired.macro_fused,inst_retired.nop,inst_retired.prec_dist,inst_retired.rep_iteration,int_misc.clear_resteer_cycles,int_misc.mba_stalls,int_misc.recovery_cycles,int_misc.unknown_branch_cycles,int_misc.uop_dropping,int_vec_retired.128bit,int_vec_retired.256bit,int_vec_retired.add_128,int_vec_retired.add_256,int_vec_retired.mul_256,int_vec_retired.shuffles,int_vec_retired.vnni_128,int_vec_retired.vnni_256,ld_blocks.address_alias,ld_blocks.no_sr,ld_blocks.store_forward,load_hit_prefetch.swpf,lsd.cycles_active,lsd.cycles_ok,lsd.uops,machine_clears.count,machine_clears.smc,misc2_retired.lfence,misc_retired.lbr_inserts,resource_stalls.sb,resource_stalls.scoreboard,topdown.backend_bound_slots,topdown.bad_spec_slots,topdown.br_mispredict_slots,topdown.memory_bound_slots,topdown.slots,topdown.slots_p,uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
0,0,0,0,0,0,0,0,0,0,0,0,579178,762091,426738,368115,802680,125397,84662,55190,33086,390623,0,51098,129222,575278,575284,48116,151852,0,640,248942,0,35352,222148,5701,0,0,0,0,0,0,0,0,360,0,735,0,0,0,0,157,0,390,0,0,400472,8074248,430487,192205,946241,7009893,6956346,114840,69494,75055,206445,113312,127313,202074,105862,803198,377033,236219,146429,82148,419984,282371,211139,291004,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1151357,9851,0,0,9894,786939,1131881,1131903,502449,431550,660837,234565,131724,756187,128697,85267,200914,151063,1262441,0,74821,194007,3307185,3285621,335048,20832,0,320,158748,0,21823,137963,2913,0,0,0,0,0,0,0,0,412,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134882,156998,103952,60767,311207,193792,117193,64997,767413,771093,811456,0,4442740,976262,876624,532730,4237929,2317480,2301672
0,0,0,1178577,10165,0,0,10548,843593,1214179,1280882,650110,564977,855663,236023,0,948072,158529,166861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,644,0,0,0,0,240,0,397,0,0,220358,1837275,183667,164934,946712,6804308,7153470,119610,74708,80446,223894,120521,137013,218747,111913,850171,350456,214879,657912,452423,1396714,964401,671758,456241,1932903,1940158,915574,0,900103,210152,256997,196976,796369,978260,976478
0,0,0,1209402,10446,0,0,10371,828316,1197024,1187881,591151,508840,755988,292236,144707,847251,129861,265904,209610,155385,1350870,52,71613,209914,4227503,4833135,54044,23158,0,358,244631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908531,15821591,549859,161408,780243,6808435,6782941,112202,66375,73294,204388,111804,125522,201570,105765,792193,336405,205933,122224,66784,336196,205883,121930,67334,797264,797291,4004351,0,4415356,977780,884854,545601,4182178,2248018,984331
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118310,563768,571523,48903,21335,0,370,162171,0,23306,146558,3033,0,0,0,0,0,0,0,0,375,0,4550,0,0,0,0,247,0,412,0,3079,232986,2340862,203758,166923,1124674,7043218,7036396,112831,66870,75226,208071,114214,129520,205652,106682,812359,342137,927398,644715,438056,1338294,924407,643119,437860,1834214,791052,803518,0,931236,232553,281732,220660,939235,1141839,1334911
0,0,0,1188295,10270,0,0,10008,793379,1140582,2764457,905852,742713,2153602,514282,131730,1619668,360769,256017,58472,33560,398299,0,52218,131302,588212,588096,49287,21143,0,467,165201,0,23098,139241,2853,0,0,0,0,0,0,0,0,488,0,728,0,0,0,0,187,0,417,0,0,267414,2745518,338735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291296,166978,223409,181683,709714,902060,918244
0,0,0,3114134,26714,0,0,26705,1986669,2693129,2690808,507798,453265,681811,249858,140123,807235,130577,88252,59777,34501,431102,233,56268,147073,639899,653629,57317,25192,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,4746,205119,2102455,183301,157211,1186913,7154710,7139375,114857,72778,306962,1180460,590226,513655,770361,592202,4004875,1333300,211091,125869,68358,344080,211037,125984,69116,835432,834070,816509,0,857345,210542,255472,197903,803979,920705,919194
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64223,155474,656133,639338,53361,23099,0,548,257201,0,39598,212004,5759,0,0,0,0,0,0,0,0,337,0,668,0,0,0,0,180,0,367,0,0,434814,8233462,469859,189244,1258396,7303219,7078072,116322,74329,80408,220438,118973,131331,209307,108290,830060,337130,206111,122507,69183,350895,217692,129176,70048,814124,811775,871838,0,898742,223081,267098,204619,899601,1280292,0
0,0,0,3103258,26765,0,0,9588,765651,1104090,1103505,507923,441963,656317,238631,120565,760499,124895,82527,208587,150483,1208072,0,73320,193652,3302236,3302001,336893,21701,0,427,161459,0,22959,138522,3078,0,0,0,0,0,0,0,0,337,0,2246,0,0,0,0,266,0,449,0,0,264338,2589630,1143356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733382,0,10540981,1740482,1256638,652898,4655902,2217213,3477707
0,0,0,1129038,9678,0,0,9662,773068,1116071,2763207,906513,729610,2149619,515750,129067,1618635,340548,245779,55812,35840,420111,0,61448,165714,729252,792165,81012,59378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,298,0,0,192979,1800906,176342,176065,859218,6561419,6562370,112378,66820,74050,206383,112162,126572,204088,106459,812603,343290,210181,660519,456194,1367351,937928,658322,454816,1853453,1856488,799364,0,835872,221234,267300,205950,817834,936642,933577
