mem_inst_retired.all_loads,mem_inst_retired.all_stores,mem_inst_retired.any,mem_inst_retired.lock_loads,mem_inst_retired.split_loads,mem_inst_retired.split_stores,mem_inst_retired.stlb_miss_loads,mem_inst_retired.stlb_miss_stores,mem_load_completed.l1_miss_any,mem_load_l3_hit_retired.xsnp_fwd,mem_load_l3_hit_retired.xsnp_miss,mem_load_l3_hit_retired.xsnp_no_fwd,mem_load_l3_hit_retired.xsnp_none,mem_load_l3_miss_retired.local_dram,mem_load_l3_miss_retired.remote_dram,mem_load_l3_miss_retired.remote_fwd,mem_load_l3_miss_retired.remote_hitm,mem_load_l3_miss_retired.remote_pmm,mem_load_misc_retired.uc,mem_load_retired.fb_hit,mem_load_retired.l1_hit,mem_load_retired.l1_miss,mem_load_retired.l2_hit,mem_load_retired.l2_miss,mem_load_retired.l3_hit,mem_load_retired.l3_miss,mem_load_retired.local_pmm,mem_store_retired.l2_hit,mem_uop_retired.any,longest_lat_cache.miss
5319369,2860680,8031897,116822,10163,3463,15,0,221511,217,0,120,45,0,0,0,0,0,0,76566,4677642,122512,124667,423,0,0,0,21378,7773991,0
5840554,2826888,7926483,85864,10189,3450,0,0,226325,307,0,225,52,0,0,0,0,0,0,94983,4646583,125421,123879,522,0,0,0,19862,9717040,40
4795365,2604269,7229333,71429,10142,3441,0,0,219536,37,0,359,15,0,0,0,0,0,0,76333,6364898,128636,130809,245,0,0,0,19253,7916597,0
4752087,2602296,7233099,71688,10172,3445,0,0,214813,330,0,262,22,0,0,0,0,0,0,94404,4656213,127715,128461,551,7,0,0,20117,7826045,30
4764209,2601713,7226615,71809,10191,3445,7,0,236047,173,0,277,37,0,0,0,0,0,0,82761,4673689,125822,124083,275,0,0,0,20241,7806332,0
4761269,2600417,8029114,94072,10119,3423,7,0,228488,225,0,82,22,0,0,0,0,0,0,83656,4661778,124803,123845,238,0,0,0,20570,7807601,5
5878478,3114810,8810532,93988,10242,3445,0,0,217091,314,0,450,0,0,0,0,0,0,0,76888,4703260,123694,123550,438,15,0,0,20951,8823766,5
5344145,2612889,7254309,71933,10194,3436,0,0,213379,263,0,254,0,0,0,0,0,0,0,89890,5520961,130530,132627,499,0,0,0,20562,8889210,0
4733753,2582465,7194187,71244,10145,3430,0,0,206156,97,7,158,52,0,0,0,0,0,0,83145,4675829,120983,120747,424,0,0,0,19960,7775862,20
4782309,2610847,7265405,71829,10236,3462,0,0,226981,67,7,135,37,0,0,0,0,0,0,76806,4676043,124818,123802,237,0,0,0,20314,7835301,0
4768924,2606234,7256233,94332,10168,3469,0,0,229570,195,0,134,0,0,0,0,0,0,0,70854,4697063,121167,123645,395,0,0,0,20660,7837683,0
5329137,3119596,8840854,116387,10174,3475,0,0,220605,240,0,210,22,0,0,0,0,0,0,90764,5495709,129464,129835,759,119,0,0,21573,8821968,25
5324727,2857536,7215946,71503,10231,3460,0,0,214778,180,0,300,59,0,0,0,0,0,0,81939,4662542,124986,123985,401,15,0,0,20167,8840703,55
4774937,2597076,7213393,71395,10078,3393,0,0,212187,255,0,210,30,0,0,0,0,0,0,80975,6358851,135562,131744,521,7,0,0,21918,7806948,0
4780601,2597426,7219391,71557,10193,3420,0,0,221800,142,0,82,37,0,0,0,0,0,0,80151,4699367,122504,122558,350,0,0,0,19981,7909196,0
4746678,2584191,7204718,71526,10139,3402,7,0,238428,368,0,105,0,0,0,0,0,0,0,106416,6253664,194130,189278,2491,15,0,0,19807,7785706,5
5321137,2860681,8038448,116023,10138,3437,15,0,222013,292,0,202,0,0,0,0,0,0,0,81889,4713654,172032,204713,20856,105,0,0,20051,8245086,20
5892013,2853232,8011685,93834,10173,3446,0,0,226792,225,0,135,0,0,0,0,0,0,0,82317,4665839,124791,124804,729,22,0,0,20954,9792325,10
4753401,2596721,7230920,71508,10130,3408,0,0,225070,165,0,247,0,0,0,0,0,0,0,82721,6337277,125407,122960,662,22,0,0,20881,7813563,59
4751393,2592939,7211799,71426,10167,3431,0,0,223712,187,0,322,45,0,0,0,0,0,0,90434,4654709,126077,124817,178,0,0,0,21156,7831159,4
4762525,2596797,7229907,71859,10206,3452,0,0,226934,247,0,52,7,0,0,0,0,0,0,91084,4677384,126235,124491,566,0,0,0,21674,7812313,0
4742013,2586005,8015112,94035,10119,3438,14,0,233496,217,0,420,0,0,0,0,0,0,0,77870,4675180,123212,124183,641,0,0,0,21480,7771736,0
5881816,3110858,8813601,94029,10156,3436,7,0,235693,247,0,172,0,0,0,0,0,0,0,74786,4669387,124059,125687,223,0,0,0,20119,8783870,0
5293778,2588554,7207693,71410,10200,3438,0,0,212218,30,0,45,59,0,0,0,0,0,0,75775,5482251,126333,130802,260,37,0,0,20825,8788853,0
4754199,2594600,7213941,71480,10188,3431,0,0,218996,202,0,112,59,0,0,0,0,0,0,82757,5518820,122880,122957,96,29,0,0,21634,7819003,0
4758017,2591787,7195501,71123,10154,3436,0,0,224293,97,0,22,30,0,0,0,0,0,0,74599,4702582,122966,124890,142,22,0,0,19719,7869627,0
4765578,2593291,7204637,71397,10058,3415,0,0,219846,225,0,15,30,0,0,0,0,0,0,76483,4655705,120713,124085,238,0,0,0,21237,7834266,0
5308238,2844667,8790476,114517,10127,3443,0,0,214948,60,0,82,0,0,0,0,0,0,0,72745,4689449,121225,122829,126,37,0,0,19585,7880272,0
5922697,3126738,8834722,93228,10146,3415,0,0,220879,142,0,97,7,0,0,0,0,0,0,70965,4701787,122289,126251,692,103,0,0,20251,9887346,4
4802984,2612917,7260035,71837,10148,3441,0,0,225685,120,0,262,0,0,0,0,0,0,0,85505,6367480,127029,131163,74,0,0,0,20409,7881737,0
4776426,2601869,7243278,71593,10121,3415,0,0,230881,210,0,277,7,0,0,0,0,0,0,93675,4651151,123705,125485,669,0,0,0,20426,7830466,5
4736668,2578350,7169015,71029,10181,3476,22,0,232607,142,0,247,0,0,0,0,0,0,0,84714,4672196,121696,122488,342,0,0,0,19209,7792848,9
4779515,3050385,9754049,126344,14199,8721,7,0,369390,3716,0,195,0,0,0,0,0,0,0,76239,4670267,121048,123178,155,0,0,0,19071,7881866,0
5906052,3123846,8052482,94310,10153,3431,0,0,218672,172,7,255,22,0,0,0,0,0,0,77283,4695110,121533,124876,461,14,0,0,20385,8819543,0
4778811,2594984,7212199,71509,10091,3429,0,0,216659,52,0,0,52,0,0,0,0,0,0,83127,6325065,131659,130111,96,29,0,0,19731,7824298,25
4774854,2606987,7244355,71797,10204,3460,0,0,227428,202,0,202,0,0,0,0,0,0,0,76598,4699553,122362,123647,618,44,0,0,19569,7850874,0
4727310,2582296,7184509,71505,10157,3430,0,0,226020,180,0,329,180,0,0,0,0,0,0,79091,4681227,126899,127304,449,82,7,0,20570,7740023,14
4770508,2602555,7229082,93412,10006,3385,0,0,230856,262,0,134,0,0,0,0,0,0,0,77296,4672002,121711,122563,112,0,0,0,19313,7808039,0
