decode.lcp,dsb2mite_switches.penalty_cycles,frontend_retired.any_dsb_miss,frontend_retired.dsb_miss,frontend_retired.itlb_miss,frontend_retired.l1i_miss,frontend_retired.l2_miss,frontend_retired.latency_ge_1,frontend_retired.latency_ge_128,frontend_retired.latency_ge_16,frontend_retired.latency_ge_2,frontend_retired.latency_ge_256,frontend_retired.latency_ge_2_bubbles_ge_1,frontend_retired.latency_ge_32,frontend_retired.latency_ge_4,frontend_retired.latency_ge_512,frontend_retired.latency_ge_64,frontend_retired.latency_ge_8,frontend_retired.stlb_miss,frontend_retired.unknown_branch,icache_data.stalls,icache_tag.stalls,idq.dsb_cycles_any,idq.dsb_cycles_ok,idq.dsb_uops,idq.mite_cycles_any,idq.mite_cycles_ok,idq.mite_uops,idq.ms_cycles_any,idq.ms_switches,idq.ms_uops,idq_uops_not_delivered.core,idq_uops_not_delivered.cycles_0_uops_deliv.core,idq_uops_not_delivered.cycles_fe_was_ok
29451,381654,2782933,2259716,65425,708369,0,859982,0,125219,574610,0,1639719,44044,287595,0,180,260133,0,69805,1759675,2945031,741169,276484,3872125,4707699,643968,15001897,3488540,877514,9888381,78836564,9533520,5563312
29470,381406,2795075,2242862,65827,712500,0,1147938,0,124725,577766,0,1631985,43813,292171,0,179,253776,0,69537,1715279,2741759,217132,93030,1020118,4710506,643968,14975243,3512416,879482,9955247,77674824,9439897,4991802
29109,372856,2803881,2251302,65904,696825,0,852290,0,124504,567768,0,1625361,43652,280227,0,149,253452,0,70041,1717918,2606548,760269,285193,3869442,4742175,642415,15116122,3534968,888245,9982633,79391690,9504544,5837682
29375,375595,2779069,2253345,66231,689952,0,859931,0,124896,566934,29,1644577,44094,285296,0,120,254639,0,115156,2276391,3007891,242268,102939,1020594,4648872,636191,14762285,3459803,871328,9862426,76376062,9278232,4898454
29600,346170,2833503,2263947,64541,697627,0,825840,30,126991,557646,32,1631904,43849,280069,0,124,239873,0,85028,2428127,3551098,260760,109457,1173428,5933929,708898,15067686,3517042,886330,9991448,77816087,9350367,5604221
29397,332049,2823998,2329612,65051,698229,0,836703,0,127979,551328,0,1628487,42532,285382,0,150,250577,0,69837,1747245,2627578,182671,236921,3601584,4838018,681761,15329873,3523521,882408,9967455,77411217,9371025,5092579
29306,323433,2832168,2278746,63497,711290,0,842253,0,127340,564691,0,1639187,43387,285623,0,181,248718,0,70834,1734480,2596161,172271,52786,739736,4783559,676221,15226794,3484696,875228,9895928,76854655,9309944,4936080
29420,346062,2822774,2299378,62871,706794,0,835203,0,127333,554250,30,1632721,43900,287201,0,149,253560,0,70494,1767495,2649774,185607,229599,5616404,4847733,680365,15287809,3536946,885235,9876347,77556106,9340994,5675236
29243,338273,2809062,2270297,62838,702910,0,834070,0,132497,611178,29,1656851,42727,283191,0,120,247260,0,71183,1777267,2719208,192294,58613,765070,4846736,681370,15368422,3517774,885924,9958103,77555132,9378379,4886277
29186,322965,2825112,2264232,63242,725770,0,860127,0,132180,553249,0,1643037,42953,289734,0,148,253435,0,71281,1795627,2697786,174079,53629,750389,4814265,679954,15394190,3518485,880356,9941261,78156533,9432020,5463522
29313,307545,2813150,2319361,63208,695793,0,826685,0,127997,556178,0,1907292,42915,282868,0,299,246222,0,71113,1743350,2569414,173227,52083,726193,4812869,677673,15347204,3517385,878069,9943151,76623455,9233977,4839270
28965,330802,2820327,2303147,64216,709654,0,835705,0,127936,561119,29,1632467,43164,286189,0,265,248966,0,71216,1754708,2629260,173435,53083,718171,4733240,672736,15262701,3509270,879298,9956883,76214438,9163132,5813649
29358,343969,2809976,2292949,63127,708256,0,830953,0,128762,566156,0,1660416,43532,285281,0,180,247570,0,70302,1725721,2637532,1229850,421383,763731,4786729,679495,15366331,3481200,879192,9936055,76835279,9316154,5015605
29320,333986,2825632,2301387,63629,711632,0,907287,59,131067,566006,0,1614372,43989,276021,0,239,240471,0,69530,1750897,2603284,179474,55188,745942,4804321,679216,15251209,3512720,879228,9930311,76879687,9318029,5042990
29446,344483,2810030,2266892,65261,719259,0,840692,0,127582,554333,0,1610101,42655,280217,0,119,240759,0,70708,1747624,2660383,694987,265669,730473,4733521,673165,15255723,3496396,882714,10008844,77560502,9370324,5003601
29461,338638,2831003,2282702,65582,717935,0,988448,30,125083,563030,0,1621404,43259,281848,0,299,252070,0,70106,1735304,2563026,179427,55261,753633,4728504,671619,15187229,3495239,877315,9898316,76498613,9265449,4906734
29246,310094,2847136,2310793,65663,711127,0,833519,30,130786,558851,0,1642008,42808,282967,0,118,245087,0,72297,1735344,2275403,162951,49752,709244,4860703,682997,15367853,3510069,880737,9927529,77260376,9277181,5499562
29509,340187,2822348,2264690,65655,705052,0,825273,0,121343,557105,0,1637187,44409,277078,0,180,247351,0,70032,1721254,2585642,716467,241595,3574401,4825413,679847,15379057,3536018,884372,10013950,76769549,9270530,4977743
