decode.lcp,dsb2mite_switches.penalty_cycles,frontend_retired.any_dsb_miss,frontend_retired.dsb_miss,frontend_retired.itlb_miss,frontend_retired.l1i_miss,frontend_retired.l2_miss,frontend_retired.latency_ge_1,frontend_retired.latency_ge_128,frontend_retired.latency_ge_16,frontend_retired.latency_ge_2,frontend_retired.latency_ge_256,frontend_retired.latency_ge_2_bubbles_ge_1,frontend_retired.latency_ge_32,frontend_retired.latency_ge_4,frontend_retired.latency_ge_512,frontend_retired.latency_ge_64,frontend_retired.latency_ge_8,frontend_retired.stlb_miss,frontend_retired.unknown_branch,icache_data.stalls,icache_tag.stalls,idq.dsb_cycles_any,idq.dsb_cycles_ok,idq.dsb_uops,idq.mite_cycles_any,idq.mite_cycles_ok,idq.mite_uops,idq.ms_cycles_any,idq.ms_switches,idq.ms_uops,idq_uops_not_delivered.core,idq_uops_not_delivered.cycles_0_uops_deliv.core,idq_uops_not_delivered.cycles_fe_was_ok
15598,144162,1870040,781576,4455,132555,7841,410940,79,27027,144103,185,803325,2104,233856,26,5338,393836,475,105899,2763507,2896934,5663339,2522485,35976086,9283212,1932472,54629488,7407938,1345858,12201617,90157147,7423045,18132730
43765,587271,4943116,4546341,1482,1223118,0,1693650,0,259060,1060722,0,3365438,21900,514699,0,2041,334241,1111,81040,1819596,3473070,9070171,3519014,38429618,7612539,945827,19129785,4060535,1186467,14718391,89866311,10248906,10493853
44058,674631,4733644,4377944,1497,1239445,0,1817744,88,260074,1069775,0,3370094,21512,549637,0,180,476056,0,131027,2500552,3375133,483471,227669,10761643,8477257,1107085,24282534,4967130,1327555,14521387,110393492,12352072,17040018
10943,165157,1781240,1611720,13643,1068526,16762,1858411,429,129155,697686,179,3596111,9206,327604,0,1022,158776,120,30082,1450939,2525777,5651076,2708350,24534491,3640187,349500,2630090,183198,45388,474201,7175313,2228886,2026628
12622,152808,2283315,1508656,78321,59239,179,392787,60,44654,339481,356,3148939,13395,56340,0,6807,515018,240,46966,1790937,1784236,4459779,1553180,21504370,2297296,372148,9719658,1956136,597821,8226447,51213640,5022172,18045722
6714,158357,1189669,637357,9906,227150,1656,789305,795,2458,299269,60,129962,960,7264,0,10558,93967,118,16980,1282797,1989725,6238775,2477345,23886786,2149860,315492,7490446,1126032,310087,3341181,28404160,2740340,13397988
150349,468869,7271007,4997289,123180,1730690,0,1614847,1880,235112,1015366,1972,3649620,73799,490761,0,2500,415683,0,113828,3582516,5113032,284491,102158,1193737,11839483,1746986,41330187,5936007,1607931,16618704,152573685,17877881,19767593
152647,490521,6837141,4560213,34803,1583556,0,1453043,969,210879,901035,812,3200803,37891,419901,0,1493,354023,0,110260,2738201,3395151,762747,453789,3846900,10200075,1484405,36828436,5908545,1722462,19098425,169910080,19013838,21781978
29634,349464,2827953,2231608,67951,718488,0,866166,0,127138,574571,0,1674544,48453,284037,0,1543,237760,0,61897,1702765,2574777,204208,82371,961352,4802256,658030,15122269,3514952,886128,10023847,77049188,9330369,4933449
29573,368767,2829774,2281629,67123,720662,0,881760,30,128698,589653,0,1652070,48219,283945,0,180,245709,0,62128,1724875,2582554,202310,83057,948040,4772003,655082,15229566,3554682,891718,10044199,78437360,9432695,5478748
29496,370042,2815993,2282904,69959,694875,0,876701,0,131016,583409,0,1671487,48918,289414,0,1030,245052,0,62622,1725611,2616805,200169,83263,3791266,4739481,645560,15063357,3503243,884769,9985000,76803441,9308937,4993769
